Jan Huydecoper van Maersseveen & Sophia Maria Agatha van der Muelen	2
Gerard Muyser & Geertruida Roscam	2
Gerard Meerman & Maria Catharina Buys	2
Jeremias Plancius & Elisabet de Marez	2
Gerard Hugaert & Femina Heems	2
Hieronymus Simonsz van Alphen & Martina Biler	2
Michiel Slagregen & Maria Crajesteyn	2
Gerard Geerling & Machtilda Hollebeek	2
Hobbe van Burmania & Helena Amerentiana Lucia van Unia	2
David Leeuw & Kornelia Hooft	2
Jan Ham van den Ende & Sara Adriana Noodt	2
David Mattheus de Neufville & Jacoba van Gelder	2
Johan van de Perre & Catharina Cornelia Steengracht	2
Albert Verlaan & Grietje Kat	2
Hugo Caauw & Joanna de Clerck	2
Mattheus Alewyn & Maria Agneta Scherenberg	2
Gerard Beelaerts & Cornelia Eliana Scott	2
Herman Schuurman & Petronella Rooleeuw	2
Pieter van Loon & Agneta Graswinckel	2
Johan Hendrick Haring & Jakoba Maria van Loon	2
Joan Huydecoper & Maria Temminck	2
Bruno Le Brun & Anna Heilman	2
Paulus Scheltus (1736-1808) & Francina Alida Vosmaer	2
Paulus Ribaut & Margareta Jacoba Huyge	2
Pieter Broes & Anna Boonen	2
Joan Marcus & Anna van Norden	2
Govert van Slingeland & Ernestina Geertruida de Beveren	2
Paulus Justus Determeyer Weslingh & Alida Maria Issendorp	2
Paulus Hoyer van Brakel & Anna Mulder	2
Joan Muysken & Catharina Regina van Romond	2
Govert Boelisz & Margrieta Adriaens	2
Jan van Meekeren & Margareta Rutgers	2
Govard Bidloo & Alexandrina Schatter	2
Pieter Elias & Maria Philippina van Tongeren	2
Otto Buck & Maria Sixti	2
Otto Arntzenius & Adriana Petronella Monk	2
Pieter Haak van Hoven & Margareta Tael	2
Jan van Halmael & Cornelia de Veer	2
Cornelis Broeck & Hester Bardoel	2
Paulus Visscher & Clasina Hekhuysen	2
Pieter Jansz Nessing & Wynanda van Goor	2
Cornelis Bartholomeusz van Lommen & Sara van Buren	2
Petrus Nahuys & Sara Catharina van Hoeke	2
Jeronimo de Bosch & Judith Willink	2
Petrus Hollebeek & Klara Helena de La Fontaine	2
Christiaen de Groot & Aletta Harthals	2
Christiaen Verburg & Maria Oudaen	2
Petrus Verwer & Cornelia Hals	2
Petrus Burman (1713-1778) & Maria Elisabeth van der Strengh	2
Petrus Burman (1713-1778) & Dorothea Albertina Six	2
Philip Anton Erbervelt & Susanna Maria Alphusius	2
Gysbert Ostens & Elizabeth de Paauw	2
Joan Bouman & Maria Roosen	2
Hendrick Nicolaas Sautyn & Susanna Jacoba van Harencarspel	2
Jan van der Vliet & Jacomina Hooft	2
Pedro Jil de Olondriz & Helena Maria Staats	2
Guilielmus Martigny & Anna Brederode	2
Caspar Balthazar Doll van Ouryk & Antonia van Wesel	2
Carolus Willemsz Crucius & Anna Maria Laurentius	2
Joan de Witt (1678-1734) & Elisabeth de Vroede	2
Gillis de Koker & Hester Liemans	2
Gerard van Brandwyk & Emerentia Snels	2
Arnoldus van Goor & Maria Suavius	2
Joannes Radaeus & Adriana Rolle	2
Arnoldus Beyerman & Alida Disselwerf	2
Arnoldus Ameshoff & Christina Lamberta Hoogenbergh	2
Pieter de Wolf & Catharina de Neufville Davids	2
Arent van Veen & Klara Anna Katers	2
Pieter van Hole & Hester van Ravesteyn	2
Arent van Dalen & Katarina de Remaux	2
Dirck Bruininck & Catharina Inses	2
Pieter van den Brande & Petronelle Geertruit van Berkel	2
Cornelius de Voogt & Elizabeth van Holthen	2
Antony Tael & Brechtland Brasser	2
Pieter van der Nolk & Cornelia Houthoff	2
Henrik Muilman & Maria Le Heulle	2
Jan Oudaen & Maria Bredenburg	2
Jan Nicolaas Christiaan van Kretschmar & Maria Jacoba Mogge van Haamstede	2
Anthony van den Bogaard & Sara Cardoes	2
Anthony de Vries & Johanna van Gelé	2
Jan Vriesenburgh & Aaltje Klaesz van der Veen	2
Jan Walyen & Susanna Welsingh	2
Joan van Schuilenburg & Cornelia Jacoba Kemp van Moermont	2
Arnoud van Haalen & Margareta Rooleeuw	2
Joan van Woensel & Margareta Noortdyk	2
Gillis Teyler & Maria van der Mersch	2
Joan van der Smisse & Katharina Barnaart	2
Jan de Timmerman & Helena Imans	2
Pieter Pielat & Johanna Grindet	2
Cornelis Voegen & Diliana Le Grand	2
Joannes Fredericus Gronovius & Margareta Christina Trigland	2
Balthazar Nolthenius & Johanna Boel	2
Gerrit Schoemaker & Margareta Esser	2
Gerrit Prasse & Geertruid Hartman	2
Nicolaas van Veen & Anna Asschenberg	2
Pieter Rutgers & Ingenia van Lennep	2
Arnout van Baeck & Maria van Bockom	2
Pieter Spranger & Alida Schippers	2
Hendrik van Ouryk & Maria Mulder	2
Pieter Twent & Elisabeth Adriana van der Lely	2
Arnout Kops & Johanna Nobeling	2
Dionys Oortman & Maria Noortdyk	2
Pieter Heinius & Anna Elizabeth van Geel	2
Jacobus Philippus d' Orville & Elizabeth Maria van Ryn	2
Adriaan Philipsz van der Goes & Adriana Cornelia van der Goes	2
Johannes Persoons & Maria de Remaux	2
Johannes van der Mersch & Petronella van Oosterwyk	2
Jacob Alewynsz Ghysen & Juliana van der Schelling	2
Wilhelmus van Eenhoorn & Magdalena van Oort	2
Wilhelmus Teunemans & Catharina de Mey	2
Karel Wittebol & Maria Weijerbroek	2
Frederik Ottens & Debora Hogeboom	2
Willem van Nobelaer & Wilhelmina Snouckaert	2
Elias van Attenhoven & Maria Geurtz Servaasze	2
Abraham Follé & Johanna Maria de Hondekoeter	2
Abraham Erbervelt & Cornelia Ploos van Amstel	2
Wilhelm Luytsz van Kittensteyn & Maria Lambrechts Cocqus	2
Jacobus de Vos & Katharina van de Ryp	2
Willem Hardenberg & Aletta Das	2
Jacob Hop (1654-1725) & Izabella Hooft	2
Elias Schellinger & Elizabeth Buys	2
Jacob Hulk & Johanna Peyse	2
Dirk Makreel & Margareta van Veen	2
Abraham Blaaupot & Elisabeth Bruin	2
Izaak Hope & Maria van Vlierden	2
Fredrik Cramer & Elisabeth van Houten	2
Wessel van Balen & Maria Scholten	2
Jacob de Clerck & Petronella Andries	2
Everardus Schuttrop & Johanna Maria de Roode	2
Willem van Hoogstraten & Maria Raamburg	2
Abraham Gronovius & Dorothea Wynanda van Wyck	2
Dirk ten Kate & Johanna Kist	2
Abraham van Limburg & Margareta Blaaupot	2
Kornelis Kien van Citters & Magdalena Adriana Steengracht	2
Frans Balde & Cornelia van Tarelink	2
Jacob Feitama & Sara van Lennep	2
Johannes Thesingh & Anna Thesingh	2
Jacques Menninga & Elyzabet Heilman	2
Jacobus van de Poll & Cornelia Jacoba Wolters	2
Abraham Jacob Schluiter & Katharina Geertruid d' Outrein	2
Abraham van Poot & Sara van Velthuysen	2
Willem baron van IV Liere & Louisa Isabella barones van Brakel	2
Kornelis Backer & Margareete Bicker	2
Abraham Gryspaard & Susanna de Munnik	2
Jacob Dirksz van Lennep & Susanna Catharina de Wolff	2
Jacob Hagen & Hester Emerentia Kruydenier	2
Willem Abrahamsz de Neve & Geertrui de Bruyn	2
François van Maanen & Elizabeth van Gent	2
Abraham van der Meersch & Katarina Outerloo	2
Wilhem van Lith & Sara Salome van Orsoy	2
Abraham van der Voort & Elisabet Rekenaer	2
Jacobus Oosterdyk & Maria Oxfort	2
Lambertus Rietberg & Dina de Villers	2
Willem van Citters & Maria Kien	2
Dirk van der Schelling & Anna Schryver	2
Johannes Melander & Maria van Hohenlohe	2
Floris Bontekoning & Catharina Makreel	2
Tiberius Beeldsnyder Matroos & Alida Margareta Meyn	2
Joost Verstraaten & Sara Geus	2
Egbertus Geniets & Agatha Maria Muhl	2
Dirck Pietersz Brugman & Geertruyd Hermans Overwater	2
Jacob van Hoorn & Berdina Dobbelaer	2
Kornelis van der Zee & Anna van Bortel	2
Jacob Jansz Boreel & Agneta Margareta Munter	2
Frans van de Wall & Geertruid Deym	2
Abraham (Jr) Verhammen & Johanna Maria Slagregen	2
Lucas Marinus & Hermina van Leeuwen	2
Adriaan van Loon & Cornelia Hunthum	2
Tobias Slagregen & Johanna van Westerhoven	2
Willem Molenaar & Geertruid Heisterman	2
Jacob Jacobsz Ploos van Amstel & Sara Rothé	2
Adriaan Snouck & Cornelia Maria Zuydland	2
Gaspar Rudolf van Kinschot & Catharina Maria Dedel	2
Adriaan van Malsen & Hillegonda van Heyningen	2
Dirck Pietersz Voskuyl & Aefgen Willems	2
Isaak Sterck & Cecilia Tilburg	2
Floris Carel Telkamp & Anna Monk	2
Jacob van Hoek & Sara d' Vogel	2
Jan Bernhart Schaap & Margareta Backer	2
Isaak Ostens & Maria Scheltes	2
Jacob der Kinderen & Margareta van Vledder	2
Wouter Wibbert & Regina Maria Muysken	2
Kryn van Duyvenboode & Neeltje Bras	2
Jan Andries Paauw & Maria Muller	2
Thomas Fredericksz Outman & Margareta Franken	2
Johannes Hermansz & Maria van den Burgh	2
Thomas Jacobsz Hoing & Brechtken Pieters Vinck	2
Dirk Farret & Dina Maria Canzius	2
Jacob ten Grootenhuis & Elisabeth de Dieu	2
Abraham de Neufville & Anna de Neufville	2
Wouter van der Breuck & Elizabeth Hofkens	2
Jacob Meinertzhagen & Sara Le Brun	2
Jacobus Willemsen & Anna Catharina Matthaeus	2
Ysbrand Ysbrandsz Vincent & Johanna Paauw	2
Egidius van den Bempden & Aagje Hooft	2
Abraham Barnaart & Elisabeth van der Hoef	2
Gijsbert van Leeuwen & Anna Maria Teerink	1
Gilbert de Flines & Susanna Elisabeth Du Pré	1
Gillis Vermeersch & Maria Fontein	1
Frantz Hendrik Thorbecke & Catharina Paauw	1
Frans Bosboom & Geertruy Bontekoning	1
Frantz Johan van Motzfeldt & Maria Elisabeth van Schwarem	1
Gilles Groeneveld & Kornelia Petronella de Bock	1
Gilles de Koker & Hester Liemans	1
Gillis Booner & Cornelia Brandt	1
Frans Fransz Steetz & Sara Elizabeth Steetz	1
Gerrit Konynenberg & Maria Ritter	1
Gillis Swigtenheuvel & Veronica Lamberti	1
Gillis Buys & Cornelia van Veen	1
Gerrit Schryver & Meesje van Ossenberg	1
Gerrit van Ruster & Sara Vederman	1
Frans Verryn & Clementia van den Ende	1
Gijsbert Ostens & Elizabeth de Paauw	1
Frans van Steenwyk & Judith ten Kate	1
Gerrit Sluyter & Apolonia van Oorden	1
Gerrit Teyssen & Simonia Jacoba van Oostrum	1
Frans van Limborch & Maria de Riemer	1
Frans de Haes & Alida Reessen	1
Gerrit Vriesenburgh & Magdalena de Haes	1
Gerrit Willem van Oosten de Bruyn & Maria Croon	1
Gillis d' Remaulx & Catharina Egels	1
Gerrit de Broen & Elsje de Lange	1
Gerrit Onstenk & Maria van den Ende	1
Frans de Haes & Adriana van der Tooren	1
Gerrit de Lange & Margareta de Broen	1
Frans van de Velde & Anna Reyers	1
Gerrit Onstenk & Cornelia Vergeel	1
Gerrit ter Laar & Tryntje Voordewint	1
Gerrit van Ruster & Anna Maria van Wind	1
Gerrit Lem & Jacoba van Hardenberg	1
Gerrit van Schermbeek & Sara Ryzing	1
Gerrit van Trojen & Magdalena Catharina van Oostbroek	1
Gerrit van Witzenburg & Neeltje Buiteweg	1
Fransois van Halmaal & Barbara van Wylik	1
Gerrit van den Berg & Cornelia Sebilla Klaassen	1
Gijsbert Antwerpen Verbrugge & Maria Hooft	1
Francois van der Schagen & Ryckje Anslo	1
Geeraerdt Centen & Maria van der Schuren	1
Gillis de Bergh & Maria Eeverars	1
Gysbert Huyssen & Jacoba van Marken	1
Guiliam de Vicq & Maria van de Voorde	1
Franc van der Burch & Anthonia Josina van der Goes	1
Franc van der Burch & Anna Maria van der Goes	1
Guilielmus Henricides & Maria Johannis Sylvius	1
Floris van der Stam & Maria Geysen	1
Floris Willem de Vlieger & Hilletje Storm	1
Floris Koopman & Cathrina Burgh	1
Floris Karel Telkamp & Anna Monk	1
Guilleaume Bernabé Pietersz de Labat & Elizabeth Adriana Hoffham	1
Guillermo Du Try & Cornelia Houtman	1
Gysbartus Fredericus Buys & Maria Hamerslag	1
Gysbert Antwerpen Verbrugge & Maria Hooft	1
Gysbert Coning & Aefken Jans	1
Gysbert Hermansz & Roelifgen Wegewaerts	1
Gysbert Karel van Hogendorp & Cornelia Jannetta van Hoey	1
Francois van Harencarspel & Anna Apolonia Looten	1
Gysbert Peimans & Kornelia Bos	1
Floris Elias & Helena Valkenburg	1
Gysbert Pietersz van Schelle & Sara Hovendaal	1
Gysbert Verwey & Agneta Bruynvis	1
Floris Elias & Anna Boelens	1
Gysbert de Brouwer & Johanna van Thiel	1
Gysbert de Lange & Maria de Wilde	1
Gysbert van Hogendorp & Maria Elizabet Radermacher	1
Gysbert van Kinschot & Maria Françoise Issac	1
Gysbert van Rossum & Geertruid van Helmont	1
Floris Bontekoning & Hester de Weer	1
Gysbertus Heykoop & Constantia Catharina Ernst van Bassen	1
Florentius Vlaming & Christina van Beek	1
Gysbertus de Pas & Cornelia Marchand	1
Guilhelmus Wernerus Verhorst & Katharina Spruyt	1
Franc van der Burch & Dionisia Catharina van Bleiswyk	1
Franchois Bruning & Adriana van Tulden	1
Franchois de Maarschalk & Cornelia Gael	1
Francois van Bochoven & Hendrina Christina de Lantman	1
Gillis van Dulken & Janneken de Buus	1
Francois Laurentius & Maria van Overschie	1
Franco de Vrye & Helena van Haarlem	1
Gillis van den Bempden & Katharine Grey	1
Gillis van den Bogaert & Cornelia Verspreet	1
Franco Graswinckel & Elsjen Luyps	1
Godefridus van Tongeren & Catharina Waeyer	1
Godefridus van der Keessel & Adriana Moll	1
Franciscus van Oudendorp & Sara Torrenius	1
Godfried Sellius & Magdalena Debora Verhoog	1
Franciscus van Bredehoff & Amaranta Velius	1
Gooitjen Stinstra & Anna Mouter	1
Franciscus Witsen & Esther Cuperus	1
Gosenius van Nyendaal & Elisabeth van Velsen	1
Gosuinus de Wit & Elizabeth de L'Homell	1
Franciscus Sylvius & Anna de Linge	1
Franciscus Seuyse & Querelina Jacoba Biscop	1
Goverd van Veldhuysen & Jacomina Christiaansen	1
Franciscus Dryfhout & Judith Helena d' Outrein	1
Franciscus Dankers & Cornelia Robol	1
Govert Gerritsen Schouten & Geertruyt van Loosveld	1
Govert Spruit & Louisa Schildering	1
Govert van Slingeland & Agatha Huydecoper	1
Gualterus Hennequin & Ewouda Verschuur	1
Gualterus Petrus Boudaan & Katharina Margareta Romswinckel	1
Gualterus de Raad & Anna Maria Muilman	1
Franciscus Burman (1708-1793) & Anna Geertruyda van Leeuwen	1
Gualtherus Schouten & Joanna Catharina Coppens	1
Franciscus Fabricius & Anna van Teylingen	1
Gerred de I Broen & Dorothea van Akerlaken	1
François Brouwerius & Maria Halma	1
Gerard de Beveren & Anna Eling	1
Gerard Pollius & Kornelia Kleur	1
Gerard Muyser & Sara Muyser	1
Frederik Verbrugge & Margareta Catharina Duyvensz	1
Frederik Wilhelm Mandt & Maria van Blyswyk	1
Gerard Melder & Margareta van Schalkwyk a Velden	1
Frederik van Berg & Laura de Vroom	1
Frederikus graaf van Gronsfeldt & Karolina Frederika Henrietta Maria gravin van Bentheim	1
Gerard Laakeman & Elisabeth Schouten	1
Gerard Joan Crull & Maria Margareta Schröder	1
Gerard Hugaert & Anna van Altena	1
Gerard Hoffham & Catharina Tideman	1
Gerard Hilken & Anna Brants	1
Fredrick Robert van Lathum & Susanna van de Wall	1
Gerard Hermansz Goverts & Catharina de Vlieger	1
Fredrik Adolph van der Marck & A van der Horst	1
Gerard Post & Jozina Stam	1
Frederik Reddingius & Anna Akker	1
Gerard Reessen & Elisabet Bouman	1
Frederik Guillaume baron van Reede Aegrim & Louisa Isabella Hermelina barones van Wassenaar van Duivenvoorde	1
Fredericus Rudolphus van Rechteren & Philippina Leonora von Castell-Rüdenhausen	1
Frederik Alewyn & Eva Bicker	1
Gerard Vygh & Margareta Kops	1
Gerard Verryn & Christina Lomannus	1
Gerard Seele & Maria Roos	1
Frederik Daniel Bongardt & Anna van Koopstadt	1
Gerard Schot & Suzanna van Rein	1
Gerard Reessen & Geertruid van der Keere	1
Gerard Schepers & Jakoba Prins	1
Frederik Lodewijk Abresch & Rebecca Trouillart	1
