id;label;function;year;place_print
546;Theodore François de Mey & Kornelia Vingerhoedt;Bruidspaar;1716;
547;Herman Boonen;Auteur;;
548;Herman Vingerhoedt & Petronella Rees;Bruidspaar;;
549;Dirk van Oosterwyk & Levyna Verbeek;Bruidspaar;1692;
550;Anthony Jansen;Auteur;;
551;Kornelis van Builard & Maria van Blenkvlied;Bruidspaar;1693;
552;Christiaan van Hoek & Catharina Blok;Bruidspaar;1693;
553;Ludolph Smids;Auteur;;
554;Kornelis Willemse & Maria Jans;Bruidspaar;1694;
555;Hendrik Teyler & Sara Katoor;Bruidspaar;1696;
556;Hendrik van Dale & Hester Rozyn;Bruidspaar;1696;
557;Abraham van den Bogaard & Baartje van den Bosch;Bruidspaar;1707;
558;J. van den Bogaard;Auteur;;
559;Jordaan Luchtmans & Sara van Musschenbroek;Bruidspaar;1708;
560;Jacobus Barnaart & Jacomina Verhammen;Bruidspaar;1709;
561;Jacob Viruly;Auteur;;
562;Jan van Wyk & Bartha Kuyzelaar;Bruidspaar;1710;
563;Christiaen Verburg & Maria Oudaen;Bruidspaar;1710;
564;Joan de Haes;Auteur;;
565;Joan Suderman;Auteur;;
566;Isaak van den Bogaard & Sara van den Bosch;Bruidspaar;1711;
567;Hendrik Issendorp & Aletta Assuerus;Bruidspaar;1711;
568;Isaak Issendorp;Auteur;;
569;Abraham Issendorp;Auteur;;
570;Adriaen Verwer & Hester Pellewyk;Bruidspaar;1713;
571;Pieter Adriaensz Verwer;Auteur;;
572;Nikolaas Muller & Elizabet Kreuger;Bruidspaar;1713;
573;Henrik van der Marck;Auteur;;
574;Joan Marcus & Anna van Norden;Bruidspaar;1714;
575;Jan Jacobsz Marcus;Auteur;;
576;Wouter Wibbert & Regina Maria Muysken;Bruidspaar;1716;
577;Dirk Wibbert;Auteur;;
578;Hermanus van Santen & Anna Garengroot;Bruidspaar;1717;
579;Willem Koolenkamp;Auteur;;
580;Johannes Garengroot;Auteur;;
581;Egbert Buys & Elizabeth van Ryssen;Bruidspaar;1717;
582;J. Buys;Auteur;;
583;G. Buys;Auteur;;
584;Jan Linklaan & Clementia Meerman;Bruidspaar;1718;
585;Jan Wybrandsz Sandwyk;Auteur;;
586;Johan van Binnevest & Johanna Lopez;Bruidspaar;1719;
587;Petrus Wilhelmus Vromans;Auteur;;
588;Jan Meyn & Geertruy Wynands;Bruidspaar;1720;
589;Alida Meyn Bolte;Auteur;;
590;Gerard Geerling & Machtilda Hollebeek;Bruidspaar;1720;
591;Jacobus Oosterdyk;Auteur;;
592;Joannes Oosterdyk;Auteur;;
593;Willem van Es & Kornelia Bruinis;Bruidspaar;1721;
594;Cornelius van Arckel;Auteur;;
595;Abraham Toornvliet & Maria Krul;Bruidspaar;1721;
596;Willem Mylius;Auteur;;
597;Jan Boendermaker & Tryntje Buys;Bruidspaar;1721;
598;Cornelis Lely;Auteur;;
599;David van Mollem & Jakomina van Oosterwyk;Bruidspaar;1723;
600;Pieter Smout & Maria van Dyk;Bruidspaar;1724;
601;Johannes Terwen & Christina Antwerpen;Bruidspaar;1724;
602;J. Terwen;Auteur;;
603;Jan Terwen;Auteur;;
604;Hermannus Oosterdyk Schacht & Katharina van der Stoffe;Bruidspaar;1724;
605;Jacobus Lemmers & Maria Geers;Bruidspaar;1724;
606;Henrik van der Marck & Johanna Suzanna Munniks;Bruidspaar;1725;
607;Katharina Johanna de With;Auteur;;
608;Anna Welzing;Auteur;;
609;Philip van der Poorten & Anna Louiza Teute;Bruidspaar;1725;
610;J.H.L.;Auteur;;
611;Hugo Caauw & Joanna de Clerck;Bruidspaar;1725;
612;Jacob Lakeman;Auteur;;
613;Nicolaas van Waning & Anna Croese;Bruidspaar;1725;
614;B. van Waning;Auteur;;
615;H. Croese;Auteur;;
616;J. Croese;Auteur;;
617;Hendrik Gerardsz Croese;Auteur;;
618;Jan Verhooft & Anna Remees;Bruidspaar;1727;
619;Joan Egbers & Geertruid Stoutenburg;Bruidspaar;1727;
620;Johannes Bus & Aletta Petus;Bruidspaar;1728;
621;J. Bus;Auteur;;
622;W. Bus;Auteur;;
623;François Laurentius & Maria van Overschie;Bruidspaar;1728;
624;Joan Doornik;Auteur;;
625;Dionys Oortman & Maria Noortdyk;Bruidspaar;1728;
626;Willem Beukelaar & Elisabeth Snappers;Bruidspaar;1728;
627;Isaak Beukelaar;Auteur;;
628;Daniël Adrianus Beukelaar;Auteur;;
629;Egidius Beukelaar;Auteur;;
630;Johannes Beukelaar;Auteur;;
631;Geertruid Beukelaar;Auteur;;
632;Helena Beukelaar;Auteur;;
633;Adriana Beukelaar;Auteur;;
634;Christina Beukelaar;Auteur;;
635;Adriaan Verduyn & Catharina Bakker;Bruidspaar;1729;
636;Pierre de Campdomerc;Auteur;;
637;J.J. de Campdomerc;Auteur;;
638;J.C.;Auteur;;
639;Jan Mourik & Giertje Hofste;Bruidspaar;1729;
640;Bernardus Mourik;Auteur, Drukker;;
641;Egidius van den Bempden & Aagje Hooft;Bruidspaar;1729;
642;Johannes Meyer;Auteur;;
643;Albertus van Nievelt & Aletta Paradys;Bruidspaar;1730;
644;Martinus Albertsz van Nievelt;Auteur;;
645;Caspar Commelin & Maria van den Bosch;Bruidspaar;1730;
646;Caspar Beels;Auteur;;
647;Isaak Beukelaar & Cornelia Snappers;Bruidspaar;1730;
648;Hermanus van den Burg;Auteur;;
649;C.V.A.;Auteur;;
650;Anna Catharina Beukelaar;Auteur;;
651;Helena Maria Beukelaar;Auteur;;
652;Jeronimo de Bosch & Judith Willink;Bruidspaar;1731;
653;Petrus Smidt;Auteur;;
654;Dirk van Beek;Auteur;;
655;Jasper Franz Schulp & Krina Reine;Bruidspaar;1731;
656;Michiel Hals & Catharina Scholten;Bruidspaar;1732;
657;Gerard Bouricius & Clara Maria van Riedt;Bruidspaar;1732;
658;Gerard Bouricius (Jr);Auteur;;
659;Arnoldus Luder;Auteur;;
660;J.E. van Riedt;Auteur;;
661;A.H. van Riedt;Auteur;;
662;J.V.L.;Auteur;;
663;Hillebrand Blok & Catharina van den Brouck;Bruidspaar;1732;
664;Johannes Immerseel & Jacomina van Rykevorsel;Bruidspaar;1732;
665;Cornelis de Man & Catharina Boekhout;Bruidspaar;1733;
666;Magdalena de Man;Auteur;;
667;Anna de Man;Auteur;;
668;Jan de Man;Auteur;;
669;Cornelis de Man;Auteur;;
670;Arnoldus Beyerman & Alida Disselwerf;Bruidspaar;1733;
671;Reinier Jongman & Catharina Spliethof;Bruidspaar;1733;
672;Abraham Wallis & Catharina Richters;Bruidspaar;1733;
673;Jan Isaaksz Wallis;Auteur;;
674;Johannes Knibbe & Hendrina Swaen;Bruidspaar;1733;
675;Leonard van de Kasteele & Klara van der Kool;Bruidspaar;1734;
676;A. Kuypers;Auteur;;
677;Barent Hilverdink & Yda van der Wieren;Bruidspaar;1734;
678;Jan van Staphorst;Auteur;;
679;Klaas van der Hey & Maria Krook;Bruidspaar;1735;
680;D. Slob;Auteur;;
681;Willem Hardenberg & Aletta Das;Bruidspaar;1735;
682;Hendrik J.C. Das;Auteur;;
683;M. Vermaas;Auteur;;
684;Lambertus Bosboom & Maria Boonen;Bruidspaar;1735;
685;Frans Bosboom;Auteur;;
686;David van Royen;Auteur;;
687;Abraham Overeem & Judith Hilverdink;Bruidspaar;1736;
688;Barent van Staphorst;Auteur;;
689;Jan van Wylik;Auteur;;
690;Dirk Cloes Lutkeman;Auteur;;
691;Hartman de Kuster & Maria Elisabeth de Haas;Bruidspaar;1737;
692;Cornelis van de Haar & Willempje Pieterson;Bruidspaar;1738;
693;Ysbrand K.D.W. Vollenhoven;Auteur;;
694;Johannes Rotterdam;Auteur, Drukker;;
695;Willem van Citters & Maria Kien;Bruidspaar;1738;
696;Johannes Plevier;Auteur;;
697;Gerhard Step;Auteur;;
698;Jan Ham van den Ende & Sara Adriana Noodt;Bruidspaar;1738;
699;Josua van der Poorten;Auteur;;
700;Floris Carel Telkamp & Anna Monk;Bruidspaar;1739;
701;Pieter Remmers;Auteur;;
702;Floris Carel Telkamp;Auteur;;
703;Carel Brinkman;Auteur;;
704;J. de Witt;Auteur;;
705;Dirk Omstede;Auteur;;
706;Anthony Goetvall & Hillegonda van der Waal;Bruidspaar;1739;
707;Eduard van Nikkelen;Auteur;;
708;Harmanus J.H. Volkmar;Auteur;;
709;Coenraad Nieuwhoff & Sofia Hackeman;Bruidspaar;1740;
710;Anna Berghuis;Auteur;;
711;Joost Nieuwhoff;Auteur;;
712;Coenraad Nieuwhoff;Auteur;;
713;Leonard Beels & Maria van der Does;Bruidspaar;1740;
714;Theodorus Beels;Auteur;;
715;Jan Jacob Beels;Auteur;;
716;Margareta Maria Beels;Auteur;;
717;Cornelia Beels;Auteur;;
718;Karel Beels;Auteur;;
719;Marten Adriaan Beels;Auteur;;
720;Willem van Hoogstraten & Maria Raamburg;Bruidspaar;1740;
721;Jan Casper Hartsinck & Susanna Cornelia Pels;Bruidspaar;1740;
722;Jan Jacob Hartsinck;Auteur;;
723;Jan de Marre;Auteur;;
724;Pieter Martens & Margareta van Okhuysen;Bruidspaar;1741;
725;Regina Martens;Auteur;;
726;Johanna Martens;Auteur;;
727;Sara Wilhelmina Martens;Auteur;;
728;Pieter (jr) Martens;Auteur;;
729;Isaak Buytenwaard & Geertruy Raamburg;Bruidspaar;1742;
730;Frans van Steenwyk;Auteur;;
731;Salomon Schouten & Christina van der Weyden;Bruidspaar;1742;
732;Rudolph Schouten;Auteur;;
733;Gerardus Nagtglas;Auteur;;
734;Jan Remery;Auteur;;
735;Isaac I Scheltus & Maria Mol;Bruidspaar;1742;
736;Jan G.W.R.L.R.G.D.M.B.T.H.M.K.V.B.B. Mol;Auteur;;
737;Arnout Dederiks & Sara Susanna Couck;Bruidspaar;1742;
738;Lucas Marinus & Hermina van Leeuwen;Bruidspaar;1742;
739;Elisabeth Marinus;Auteur;;
740;Anna Marinus;Auteur;;
741;E. Marinus;Auteur;;
742;E. Egbertsz Marinus;Auteur;;
743;G.C. Ketelaar;Auteur;;
744;Rudolphus Knuyse & Eva Wateringen;Bruidspaar;1743;
745;Willem Blaauw;Auteur;;
746;Johannes Ravesteyn & Maria de Vos;Bruidspaar;1743;
747;Hendrik Ravesteyn;Auteur;;
748;Coenraad van Son & Anna Hollebeek;Bruidspaar;1743;
749;Coenraad Hollebeek;Auteur;;
750;Petrus Thierens;Auteur;;
751;Johan Assuerus Schorer & Maria Johanna van de Putte;Bruidspaar;1743;
752;Jacobus Willemsen;Auteur;;
753;Cornelis Anthony Vos;Auteur;;
754;Petrus Dathenus;Auteur, Drukker;;
755;Jakobus Andriessen de Waal;Auteur;;
756;Daniel de Smit;Auteur;;
757;Kornelis van den Helm Boddaert;Auteur;;
758;Johan Nz Steengracht;Auteur;;
759;Johannes Engelbertus Molt;Auteur;;
760;Jan de Timmerman;Auteur;;
761;Jacobus Goethals;Auteur;;
762;Lucas Frederik Schorer;Auteur;;
763;Willem Johannesz Schorer;Auteur;;
764;Josua van Iperen;Auteur;;
765;Hendrik de Witte Tierings;Auteur;;
766;Hendrik Gerardsz Croese & Elizabeth de Cerff;Bruidspaar;1743;
767;Albert van Meurs & Anna van Swanenburg;Bruidspaar;1744;
768;Abraham Asschenbergh & Maaske Lam;Bruidspaar;1745;
769;Aart Asschenbergh;Auteur;;
770;Nicolaas de Veer;Auteur;;
771;Barend Leuring & Geertruy Linkenburg;Bruidspaar;1745;
772;Samuel I Luchtmans & Cornelia van Musschenbroek;Bruidspaar;1746;
773;Samuel II Luchtmans;Auteur;;
774;Johannes Luchtmans;Auteur;;
775;Johanna Katharina Luchtmans;Auteur;;
776;Pieter Luchtmans;Auteur;;
777;Kornelia Luchtmans;Auteur;;
778;Christianus Tistein & Hillegonda de Wys;Bruidspaar;1746;
779;Jacob Harttung;Auteur;;
780;Jacob Lutkeman;Auteur;;
781;Festus Gesner & Susanna Helot;Bruidspaar;1747;
782;Joannes Gesner;Auteur;;
783;Cornelis Lever;Auteur;;
784;Jacobus Loveringh;Auteur;;
785;Bt. ten Oever;Auteur;;
786;Johan Petrus van Hoogstraten;Auteur;;
787;J. Hendriksz Cats;Auteur;;
788;Christiaan Klaarbout & Anna Klinkhamer;Bruidspaar;1748;
789;Susanna Christina Klaarbout;Auteur;;
790;Christiaan (Jr) Klaarbout;Auteur;;
791;Maria Boelema;Auteur;;
792;Anna Maria de Jong;Auteur;;
793;Joannes Petrus Hemrika;Auteur;;
794;Pieter de Mortier;Auteur;;
795;Marcus de Ferro & Cornelia van den Bogaert;Bruidspaar;1748;
796;Cornelia van der Wall;Auteur;;
797;Joan de Ferro;Auteur;;
798;Johanna Geertruya de Ferro;Auteur;;
799;Caspar Balthazar Doll van Ouryk & Antonia van Wesel;Bruidspaar;1749;
800;Frans Greenwood;Auteur;;
801;Theodorus Bisdom & Maria van Harthals;Bruidspaar;1749;
802;Gerardus Wellerman & Cornelia Maasland;Bruidspaar;1749;
803;Joannes Wellerman;Auteur;;
804;Jacobus Tieland & Hendrika Gerritzen;Bruidspaar;1749;
805;Willem Tieland;Auteur;;
806;Hendrik Matthijsz Lussing;Auteur;;
807;Pieter Broes & Anna Boonen;Bruidspaar;1750;
808;Petrus Broes;Auteur;;
809;Maria Broes;Auteur;;
810;Maximiliaan Broes;Auteur;;
811;Petrus Brouwer;Auteur;;
812;Henricus Cranendonck;Auteur;;
813;Gillis Swigtenheuvel & Veronica Lamberti;Bruidspaar;1750;
814;G. A.V.S. Swigtenheuvel;Auteur;;
815;M. Swigtenheuvel;Auteur;;
816;Assuerus Issendorp & Johanna Graan;Bruidspaar;1750;
817;Johannes van Stock;Auteur;;
818;François Issendorp;Auteur;;
819;Pieter van de Poll & Catharina Susanna van den Bempden;Bruidspaar;1750;
820;Willem van Brienen & Anna de Jongh;Bruidspaar;1750;
821;Cornelis de Wys & Johanna Jacoba Lastdrager;Bruidspaar;1751;
822;Jan Hendrik Rauwenhoff;Auteur;;
823;Jakobus Andriessen de Waal & Christina Stelling;Bruidspaar;1751;
824;Andreas Andriessen;Auteur;;
825;Gerrit Teyssen & Simonia Jacoba van Oostrum;Bruidspaar;1753;
826;Nikolaes Teyssen;Auteur;;
827;Anna van Oostrum;Auteur;;
828;Joris Ponse;Auteur;;
829;Hendrik Hootmar & Hendrina Roodermont;Bruidspaar;1753;
830;Johannes Schermer;Auteur;;
831;Pieter Brouwer & Catharina van der Meulen;Bruidspaar;1753;
832;Abigael Brouwer;Auteur;;
833;Pieter (Jr) Brouwer;Auteur;;
834;Hendrik Brouwer;Auteur;;
835;Pieter van der Meulen;Auteur;;
836;Susanna van Thiel;Auteur;;
837;E. Balck;Auteur;;
838;Johannes Eusebius Voet;Auteur;;
839;Jan Ruts;Auteur;;
840;Maria Buck;Auteur;;
841;Wouter Buck;Auteur;;
842;Anna Buck;Auteur;;
843;Magdalena Cornelia Buck;Auteur;;
844;Margaretha Buck;Auteur;;
845;Johan Alexander Creygthon & Anna Maria Noppen;Bruidspaar;1754;
846;Joannes Henricus van Groin;Auteur;;
847;Otto Arntzenius & Adriana Petronella Monk;Bruidspaar;1755;
848;Henricus Joannes Arntzenius;Auteur;;
849;Johannes Burman & Adriana van Buren;Bruidspaar;1756;
850;Abraham Burman;Auteur;;
851;Justus Oosterdyk & Catharina Bullens;Bruidspaar;1757;
852;Hermannus Gerardus Oosterdyk;Auteur;;
853;Gerrit van den Berg & Cornelia Sebilla Klaassen;Bruidspaar;1757;
854;Ahazueer van den Berg;Auteur;;
855;David Schagen & Leyntje Groes;Bruidspaar;1757;
856;Hilgonda Maria Schagen van der Goes;Auteur;;
857;David Pan;Auteur;;
858;Joannes Styger & Wilhelmina Sterlincx;Bruidspaar;1758;
859;Cornelis Styger;Auteur;;
860;Levina Johanna Styger;Auteur;;
861;Wilhelmina Styger;Auteur;;
862;Abraham Ledeboer;Auteur;;
863;Diderik Waller;Auteur;;
864;Jacob Waller;Auteur;;
865;Lambert Johannes van Laar;Auteur;;
866;Roelof Arends;Auteur;;
867;Gerrit Muller & Margaretha Huytingh;Bruidspaar;1760;
868;Johannes Huytingh;Auteur;;
869;Anthony Christiaan Muller;Auteur;;
870;Libertus Munnikhuysen;Auteur;;
871;Pieter Willense;Auteur;;
872;François Changuion & Johanna Soyer;Bruidspaar;1724;
873;Jacob Temminck & Aletta de Wakker;Bruidspaar;1742;
874;Thomas Zegersz van Son;Auteur;;
875;Johan de Lalaing & Kornelia van Kessel;Bruidspaar;1647;
876;Willem van Heemskerk;Auteur;;
877;Nicolaes van Loon & Emmerentia van Veen;Bruidspaar;1674;
878;Geeraert Brandt;Auteur;;
879;Gerrit Diep-ring & Rykje Tjerks;Bruidspaar;1693;
880;G. van der Graaf;Auteur;;
881;Galenus Abrahamsz & Sara Bierens Abrahams;Bruidspaar;1696;
882;Cornelis de Bree & Anna Engelsman;Bruidspaar;1702;
883;Cornelia van der Veer;Auteur;;
884;Adriaan van Loon & Cornelia Hunthum;Bruidspaar;1706;
885;Pieter de Mey & Geertruid van der Hey;Bruidspaar;1713;
886;Adriaan Pars;Auteur;;
887;Jan van Wieringen & Amarante Meermans;Bruidspaar;1714;
888;Jacob Voordaag;Auteur;;
889;Martinus Paradys & Catarina Harts;Bruidspaar;1717;
890;Jan Meerman & Adriana van Santen;Bruidspaar;1720;
891;Gerrit de Lange & Margareta de Broen;Bruidspaar;1721;
892;de Lange;Auteur;;
893;Pieter van Loon & Agneta Graswinckel;Bruidspaar;1722;
894;Barend Outhuyse & Anna Margareta Ruysch;Bruidspaar;1724;
895;Jacob Meinertzhagen & Sara Le Brun;Bruidspaar;1724;
896;Hendrik Doenen & Kniera Rystuin;Bruidspaar;1725;
897;Pieter Doenen;Auteur;;
898;Wilhelmus Doenen;Auteur;;
899;Jan Claus & Anna Maria Haasbaart;Bruidspaar;1727;
900;Warner Lulofs;Auteur;;
901;Magdalena Lulofs geb. Claus;Auteur;;
902;Hendrick van der Pals;Auteur;;
903;Anna Maria van der Pals geb. Lulofs;Auteur;;
904;Jan (Jr.) Claus;Auteur;;
905;Elisabet Claus;Auteur;;
906;Joan Wilhelm Claus van Laar;Auteur;;
907;S. Claus van Laar;Auteur;;
908;Simon Doekes;Auteur;;
909;Jan de Witt;Auteur;;
910;Warner Doekes;Auteur;;
911;Theodorus Wuytiers van de Werve & Joanna Lambertina d' Overschie;Bruidspaar;1728;
912;G. Regtering;Auteur;;
913;Joannes Bruynvis & Agneta Zilken;Bruidspaar;1734;
914;Bartholomeus P.R. Bruynvis;Auteur;;
915;Joannes (Jr) Bruynvis;Auteur;;
916;Pieter Bruynvis;Auteur;;
917;Arend Bruynvis;Auteur;;
918;J.R.;Auteur;;
919;A.R.Jz;Auteur;;
920;E.C.;Auteur;;
921;Gerred de I Broen & Dorothea van Akerlaken;Bruidspaar;1734;
922;Jan Backer & Anna Katharina ten Grootenhuis;Bruidspaar;1737;
923;Fredrik Duim & Catarina Coesvelt;Bruidspaar;1743;
924;François Coppens & Elisabeth Sanderus;Bruidspaar;1743;
925;Juriaan Pool & Rachel Ruisch;Bruidspaar;1743;
926;Gerrit Vermeulen & Jannetje van ten Tweelen;Bruidspaar;1748;
927;Lambertus ter Sweegen;Auteur;;
928;Joannes de Mol;Auteur;;
929;Barnard Raems;Auteur;;
930;Gerrit Hooft (1684-1767) & Hester Hinlopen;Bruidspaar;1757;
931;Jacobus van Hoogstraten;Auteur;;
932;François Lentfrinck;Auteur;;
933;Corstiaan van Pelt & Geertrui van Alphen;Bruidspaar;1757;
934;C.Wz. van Pelt;Auteur;;
935;D. van Pelt;Auteur;;
936;Pieter Reael & Weintgen Oetgens;Bruidspaar;1604;
937;Abraham van der Voort & Elisabet Rekenaer;Bruidspaar;1604;
938;Johannes Hellinx & Geertruyt Hudde;Bruidspaar;1609;
939;Burgert van der Wael;Auteur;;
940;Henderick Laurens & Grietgen Tymens;Bruidspaar;1609;
941;Pieter Barentszoon & Teuntgen Lamberts;Bruidspaar;1612;
942;Dirck Pietersz Voskuyl & Aefgen Willems;Bruidspaar;1612;
943;Gerbrant Adriaensz Brederode;Auteur;;
944;Pieter Gerritz Oudt & Brechjen Jans;Bruidspaar;1612;
945;Diedericus Petreius & Anneken Jans de Vrij;Bruidspaar;1614;
946;Wilhelm Luytsz van Kittensteyn & Maria Lambrechts Cocqus;Bruidspaar;1615;
947;I. Luytsz van Kittensteyn;Auteur;;
948;Hendrick Barentsz & Trijntgen Hendricksd;Bruidspaar;1615;
949;Pelgrim Harmansz van Hooft & Catharina Jelis;Bruidspaar;1616;
950;Roelof de Vrij & Maritgen Servaesd Hendricz;Bruidspaar;1616;
951;Jan Ysbrantsen & Maria Vincents van Bronchorst;Bruidspaar;1617;
952;N. van Bronchorst;Auteur;;
953;Gerrit Hendricksz Hudde & Maria Ionasd Witsz;Bruidspaar;1618;
954;Albertus van der Burgh & Anna Wolphaerts;Bruidspaar;1618;
955;Otto Jansz van Buren & Clara Adriaensd Blocks;Bruidspaar;1618;
956;Thomas Jacobsz Hoing & Brechtken Pieters Vinck;Bruidspaar;1618;
957;Jan Simonsz Keyser & Geertruytjen Jueriaens Mols;Bruidspaar;1618;
958;Hendrick van Kittensteyn & Cornelia van den Helm;Bruidspaar;1619;
959;Pieter Cornelisz Hooft & Eleonora Hellemans;Bruidspaar;1627;
960;Laurens Reael;Auteur;;
961;Abraham Trouwers & Maria Salomons;Bruidspaar;1628;
962;Abraham Claremont & Sara Hartmans;Bruidspaar;1630;
963;Martin Du Pré & Anna van Beuningen;Bruidspaar;1634;
964;Martin Du Pré;Auteur;;
965;Pieter van Ghaesel & Anna van Leest;Bruidspaar;1634;
966;Jan Pietersen Geldorp & Janneken Honore;Bruidspaar;1637;
967;Reynier Lampe & Maria de Vos;Bruidspaar;1640;
968;Franchois Bruning & Adriana van Tulden;Bruidspaar;1641;
969;Jan Olfertsz Druyff & Adelheydis Menten;Bruidspaar;1642;
970;A. Venator;Auteur;;
971;Gerardus van Alphen & Maria van Dorp;Bruidspaar;1645;
972;Wyger van Buma & Juliana van Jeltinga;Bruidspaar;1648;
973;F. Voort;Auteur;;
974;Anthoni van Hoek & Joanna Mol;Bruidspaar;1649;
975;Johannis Lampe & Jakomyne van Ameland;Bruidspaar;1649;
976;Lubertus van Norel & Ena Glaserus;Bruidspaar;1651;
977;Jan van Norel;Auteur;;
978;Daniel Toulooper & Levina van Belle;Bruidspaar;1657;
979;Johan Raije & Cornelia van Lockhorst;Bruidspaar;1658;
980;Chappuzeau;Auteur;;
981;Jan Coulon & Antonette van Kempen;Bruidspaar;1658;
982;Cornelis Broeck & Hester Bardoel;Bruidspaar;1659;
983;G. Isacksz;Auteur;;
984;Lenard de Wit & Jannetje Fransz Harnasveger;Bruidspaar;1663;
985;Jan Lons;Auteur;;
986;Jan Cornelisz Blauw & Aaghje Pieters Enghels;Bruidspaar;1663;
987;Jacob Jansz Crabbe;Auteur;;
988;Karel Verloove;Auteur;;
989;Andreas Meyer & Hester van Wassenbergh;Bruidspaar;1664;
990;Jan Zoet;Auteur;;
991;Jacobus Lanse & Mathia Wende;Bruidspaar;1665;
992;Abraham van der Meer;Auteur;;
993;Henrik van der Linden & Elisabeth Leeuwens;Bruidspaar;1665;
994;David ten Hove;Auteur;;
995;Johannes Bul;Auteur;;
996;Nicolaes Trentseau & Anneken van der Roer;Bruidspaar;1665;
997;Jean van der Linde;Auteur;;
998;Jacob de Clerck & Petronella Andries;Bruidspaar;1665;
999;Leonardus Croock & Anna Juffers;Bruidspaar;1665;
1000;Frans Zael;Auteur;;
1001;Petrus Schaap & Constantia Reinst;Bruidspaar;1666;
1002;Joan Leonardsz Blasius;Auteur;;
1003;Anthony van de Ven & Sara de Haen;Bruidspaar;1667;
1004;Isaacus Severinus van Adelhoorn & Maria Lopez de Haro;Bruidspaar;1668;
1005;Johannes van Toledo;Auteur;;
1006;Adrianus Severinus van Adelhoorn;Auteur, Drukker;;
1007;Jacob van Wassenaar (1646-1707) & Jacoba van Lier;Bruidspaar;1668;
1008;Jonas Cabeljau;Auteur;;
1009;Samuel Seullyn & Elisabeth Denysse;Bruidspaar;1669;
1010;David Knibbe & Magdalena Vergenst;Bruidspaar;1670;
1011;Johannes van Toledo & Lidia Jens;Bruidspaar;1670;
1012;P. van Toledo;Auteur;;
1013;Denys van der Schuere & Mayke Noppen;Bruidspaar;1671;
1014;Jasper Köneken;Auteur;;
1015;Adrianus Severinus van Adelhoorn & Sara Wyngaerden;Bruidspaar;1671;
1016;Isaacus V.A. Severinus van Adelhoorn;Auteur;;
1017;Johannes Bernardus Wyngaerden;Auteur;;
1018;J. van Houte;Auteur;;
1019;Petrus Severinus van Blanckaert;Auteur;;
1020;Adrianus Adelhoorn;Auteur;;
1021;Thaddeus de Lantman & Margareta van Brienen;Bruidspaar;1671;
1022;Victor Engelbrecht van der Lippe & Margareta van Tescha;Bruidspaar;1672;
1023;Tjaert Sonnema;Auteur;;
1024;Willem van Tuyll & Jacoba van Reygersbergh;Bruidspaar;1672;
1025;Pieter van Rossem;Auteur;;
1026;Henrik Melchers & Jacoba Hattingh;Bruidspaar;1673;
1027;Willem Sluyter;Auteur;;
1028;Ameldonck Blok & Maria Leeuw;Bruidspaar;1674;
1029;A. van den Bogaard;Auteur;;
1030;Abraham van der Voort & Catharina Valkenier;Bruidspaar;1674;
1031;Lambert Bidloo;Auteur;;
1032;Bartholomaeus Hartsoeker & Reynouda Gaerman;Bruidspaar;1674;
1033;B. van Elsland;Auteur;;
1034;Caspar Brandt;Auteur;;
1035;Harman Croese & Aletta Everhart;Bruidspaar;1674;
1036;Gerard Croese;Auteur;;
1037;Henrick Beeckman & Elizabeth Koekebakker;Bruidspaar;1674;
1038;Reynier Croese & Grietje Brugman;Bruidspaar;1676;
1039;Geraerd Crommon & Alette Maria de Geer;Bruidspaar;1676;
1040;Mathurin Blandin de Duchesne & Christophelina Breeman;Bruidspaar;1678;
1041;Joannes van der Horst;Auteur;;
