0;Database;year;Bruidegom;Bruid;Bruidspaar;Drukker;Plaats_druk;Plaats_huwelijk;Auteur1;Auteur2;Auteur3;Auteur4;Auteur5;Auteur6;Auteur7;Auteur8;Auteur9;Auteur10;Auteur11;Auteur12;Auteur13;Auteur14;Auteur15;Auteur16;Auteur17;Auteur18;Auteur19;Auteur20;Auteur21;Auteur22;Alleauteurs;n-authors;firstname_bride;lastname_bride;firstname_groom;lastname_groom;firstname_printer;lastname_printer;bride_authors;groom_authors;bride_printer;groom_printer;Printer_authors;lastnameprinter_authors;bride_authors_count;groom_authors_count
2551;KB;1714.0;Jan Wenkink;Maria Steenweg;Jan Wenkink & Maria Steenweg;;;Amsterdam;Jan Baptista Wellekens;Hermanus van den Burg;Willem van der Hoeven;;;;;;;;;;;;;;;;;;;;Jan Baptista Wellekens, Hermanus van den Burg, Willem van der Hoeven;3;Maria;Steenweg;Jan;Wenkink;;;False;False;False;False;True;True;0;0
2553;KB;1714.0;Pieter van Bodegem;Catharina Huyssen;Pieter van Bodegem & Catharina Huyssen;;;Amsterdam;Hendrik Snakenburg;Theodoor van Snakenburg;;;;;;;;;;;;;;;;;;;;;Hendrik Snakenburg, Theodoor van Snakenburg;2;Catharina;Huyssen;Pieter van;Bodegem;;;False;False;False;False;True;True;0;0
10;KB;1715.0;Wessel van Balen;Maria Scholten;Wessel van Balen & Maria Scholten;Hendrik van de Gaete;Amsterdam;Amsterdam;Filips Piek;Abraham de West;B.S.;Pieter Langendyk;Hendrik van de Gaete;B.S.;de J.E.L.;;;;;;;;;;;;;;;;Filips Piek, Abraham de West, B.S., Pieter Langendyk, Hendrik van de Gaete, B.S., de J.E.L.;7;Maria;Scholten;Wessel van;Balen;Hendrik van de;Gaete;False;False;False;False;True;True;0;0
31;KB;1715.0;Juriaan Willink;Elizabet van Tongerlo;Juriaan Willink & Elizabet van Tongerlo;Hendrik van de Gaete;Amsterdam;Rotterdam;H. van Lochem;Claas Bruin;Pieter Langendyk;Roeland van Leuve;Cornelis van Leuve;Hendrik van de Gaete;;;;;;;;;;;;;;;;;H. van Lochem, Claas Bruin, Pieter Langendyk, Roeland van Leuve, Cornelis van Leuve, Hendrik van de Gaete;6;Elizabet van;Tongerlo;Juriaan;Willink;Hendrik van de;Gaete;False;False;False;False;True;True;0;0
168;KB;1715.0;Dirk de Back;Jakoba van Kouwenhoven;Dirk de Back & Jakoba van Kouwenhoven;Nicolaas Bos;Rotterdam;Rotterdam;David van Hoogstraten;Cornelius van Arckel;J. de Back;;;;;;;;;;;;;;;;;;;;David van Hoogstraten, Cornelius van Arckel, J. de Back;3;Jakoba van;Kouwenhoven;Dirk de;Back;Nicolaas;Bos;False;True;False;False;False;False;0;1
451;KB;1715.0;Abraham van Wylik;Ursula Roeters;Abraham van Wylik & Ursula Roeters;Hendrik van de Gaete;Amsterdam;Amsterdam;Ludolph Smids;Jan Baptista Wellekens;L. Kramp;H. van Streek;Willem Spiering;Hendrik van de Gaete;;;;;;;;;;;;;;;;;Ludolph Smids, Jan Baptista Wellekens, L. Kramp, H. van Streek, Willem Spiering, Hendrik van de Gaete;6;Ursula;Roeters;Abraham van;Wylik;Hendrik van de;Gaete;False;False;False;False;True;True;0;0
962;KB;1715.0;Albert van Heyningen;Sara ten Kate;Albert van Heyningen & Sara ten Kate;Hendrik van de Gaete;Amsterdam;;Jan Baptista Wellekens;Claas Bruin;Abraham Fortgens;Martinus Bodisco;Ludolph Smids;Willem van der Hoeven;Pieter Langendyk;Hendrik van de Gaete;P.H.;;;;;;;;;;;;;;Jan Baptista Wellekens, Claas Bruin, Abraham Fortgens, Martinus Bodisco, Ludolph Smids, Willem van der Hoeven, Pieter Langendyk, Hendrik van de Gaete, P.H.;9;Sara ten;Kate;Albert van;Heyningen;Hendrik van de;Gaete;False;False;False;False;True;True;0;0
963;KB;1715.0;Sander Stevensz van Leuvenig;Debora Bleeker;Sander Stevensz van Leuvenig & Debora Bleeker;Hendrik van de Gaete;Amsterdam;Amsterdam;Leendert van Velsen;Claas Bruin;Martinus Bodisco;Hendrik van de Gaete;;;;;;;;;;;;;;;;;;;Leendert van Velsen, Claas Bruin, Martinus Bodisco, Hendrik van de Gaete;4;Debora;Bleeker;Sander Stevensz van;Leuvenig;Hendrik van de;Gaete;False;False;False;False;True;True;0;0
982;KB;1715.0;Daniel de Stoppelaar;Maria van Buylaard;Daniel de Stoppelaar & Maria van Buylaard;Hendrik van de Gaete;Amsterdam;Amsterdam;Ludolph Smids;Jan Baptista Wellekens;Pieter Langendyk;Hendrik van de Gaete;;;;;;;;;;;;;;;;;;;Ludolph Smids, Jan Baptista Wellekens, Pieter Langendyk, Hendrik van de Gaete;4;Maria van;Buylaard;Daniel de;Stoppelaar;Hendrik van de;Gaete;False;False;False;False;True;True;0;0
1464;KB;1715.0;Jacob van Speek;Catharina Engels;Jacob van Speek & Catharina Engels;Johannes van Oosterwyk;Amsterdam;Amsterdam;Johannes van Oosterwyk;Matthaeus Brouërius van Nidek;;;;;;;;;;;;;;;;;;;;;Johannes van Oosterwyk, Matthaeus Brouërius van Nidek;2;Catharina;Engels;Jacob van;Speek;Johannes van;Oosterwyk;False;False;False;False;True;True;0;0
1465;KB;1715.0;Anthony Rygerbos;Anna Ardinoys;Anthony Rygerbos & Anna Ardinoys;Johannes van Oosterwyk;Amsterdam;Leiden;Johannes van Oosterwyk;Hendrik Snakenburg;Pieter Vlaming;L. Kramp;;;;;;;;;;;;;;;;;;;Johannes van Oosterwyk, Hendrik Snakenburg, Pieter Vlaming, L. Kramp;4;Anna;Ardinoys;Anthony;Rygerbos;Johannes van;Oosterwyk;False;False;False;False;True;True;0;0
1466;KB;1715.0;Pieter de Leeuw;Anna van Wyk;Pieter de Leeuw & Anna van Wyk;Johannes van Oosterwyk;Amsterdam;;Johannes van Oosterwyk;Pieter Vlaming;Jacob van Veen;J.A.;;;;;;;;;;;;;;;;;;;Johannes van Oosterwyk, Pieter Vlaming, Jacob van Veen, J.A.;4;Anna van;Wyk;Pieter de;Leeuw;Johannes van;Oosterwyk;False;False;False;False;True;True;0;0
2554;KB;1715.0;Dirk de Raad;Anna Hulshout;Dirk de Raad & Anna Hulshout;;;;Hendrik Snakenburg;;;;;;;;;;;;;;;;;;;;;;Hendrik Snakenburg;1;Anna;Hulshout;Dirk de;Raad;;;False;False;False;False;True;True;0;0
2560;KB;1715.0;Willem van Stryen;Clara Maria Slicher;Willem van Stryen & Clara Maria Slicher;;;Leiden;Hendrik Snakenburg;;;;;;;;;;;;;;;;;;;;;;Hendrik Snakenburg;1;Clara Maria;Slicher;Willem van;Stryen;;;False;False;False;False;True;True;0;0
2561;KB;1715.0;Jan Hendriksz Verryn;Maria van Ryk;Jan Hendriksz Verryn & Maria van Ryk;;;Voorschoten;Wilhelmus Lomannus;Paulus Hendriksz Verryn;Claas Bruin;Martinus Bodisco;L. Kramp;Barent Kok;;;;;;;;;;;;;;;;;Wilhelmus Lomannus, Paulus Hendriksz Verryn, Claas Bruin, Martinus Bodisco, L. Kramp, Barent Kok;6;Maria van;Ryk;Jan Hendriksz;Verryn;;;False;True;False;False;True;True;0;1
964;KB;1716.0;Cornelis George Roeters;Sara Roeters;Cornelis George Roeters & Sara Roeters;Hendrik van de Gaete;Amsterdam;Amsterdam;Ludolph Smids;Jan Baptista Wellekens;Willem Spiering;H. van Streek;Claas Bruin;Pieter Langendyk;Hendrik van de Gaete;;;;;;;;;;;;;;;;Ludolph Smids, Jan Baptista Wellekens, Willem Spiering, H. van Streek, Claas Bruin, Pieter Langendyk, Hendrik van de Gaete;7;Sara;Roeters;Cornelis George;Roeters;Hendrik van de;Gaete;False;False;False;False;True;True;0;0
968;KB;1716.0;Dirk van (Jr) Lennep;Catharina de Neufville;Dirk van (Jr) Lennep & Catharina de Neufville;Hendrik van de Gaete;Amsterdam;;Hendrik van de Gaete;Ludolph Smids;Jan Baptista Wellekens;Claas Bruin;Gilbert de Flines;Pieter Langendyk;Martinus Bodisco;;;;;;;;;;;;;;;;Hendrik van de Gaete, Ludolph Smids, Jan Baptista Wellekens, Claas Bruin, Gilbert de Flines, Pieter Langendyk, Martinus Bodisco;7;Catharina de;Neufville;Dirk van (Jr);Lennep;Hendrik van de;Gaete;False;False;False;False;True;True;0;0
969;KB;1716.0;Abraham Lapro;Josina van Karnebeek;Abraham Lapro & Josina van Karnebeek;Hendrik van de Gaete;Amsterdam;;Egbert van Karnebeek;Hendrik van de Gaete;Filips George Piek;;;;;;;;;;;;;;;;;;;;Egbert van Karnebeek, Hendrik van de Gaete, Filips George Piek;3;Josina van;Karnebeek;Abraham;Lapro;Hendrik van de;Gaete;True;False;False;False;True;True;1;0
1122;KB;1716.0;Henrik van Hees;Barbara Joanna van der Hoeven van Berkel;Henrik van Hees & Barbara Joanna van der Hoeven van Berkel;Johannes I Hofhout;Rotterdam;Amsterdam;David van Hoogstraten;Joan de Haes;;;;;;;;;;;;;;;;;;;;;David van Hoogstraten, Joan de Haes;2;Barbara Joanna van der Hoeven van;Berkel;Henrik van;Hees;Johannes I;Hofhout;False;False;False;False;False;False;0;0
2569;KB;1716.0;Samuel Everwyn;Maria Onderwater;Samuel Everwyn & Maria Onderwater;;;Amsterdam;David van Hoogstraten;Cornelius van Arckel;Joannes van Braam;Joan de Haes;Johannes van Dooreslaer;Herman Boonen;;;;;;;;;;;;;;;;;David van Hoogstraten, Cornelius van Arckel, Joannes van Braam, Joan de Haes, Johannes van Dooreslaer, Herman Boonen;6;Maria;Onderwater;Samuel;Everwyn;;;False;False;False;False;True;True;0;0
2575;KB;1716.0;Jan Verryn;Debora van den Ende;Jan Verryn & Debora van den Ende;;;Amsterdam;Johannes de Goede;Wilhelmus Lomannus;Georgius Jsz van den Ende;Paulus Hendriksz Verryn;Kornelis Willemsz Westerbaen;Claas Bruin;;;;;;;;;;;;;;;;;Johannes de Goede, Wilhelmus Lomannus, Georgius Jsz van den Ende, Paulus Hendriksz Verryn, Kornelis Willemsz Westerbaen, Claas Bruin;6;Debora van den;Ende;Jan;Verryn;;;True;True;False;False;True;True;1;1
2581;KB;1716.0;Herman Boonen;Elizabet Keur;Herman Boonen & Elizabet Keur;;;Amsterdam;David van Hoogstraten;Andreas van Duiveland;Hendrik van Duiveland;Joannes van Braam;;;;;;;;;;;;;;;;;;;David van Hoogstraten, Andreas van Duiveland, Hendrik van Duiveland, Joannes van Braam;4;Elizabet;Keur;Herman;Boonen;;;False;False;False;False;True;True;0;0
2583;KB;1716.0;Adriaan van Assendelft;Anna Maria de Bye;Adriaan van Assendelft & Anna Maria de Bye;;;Amsterdam;Hendrik Snakenburg;;;;;;;;;;;;;;;;;;;;;;Hendrik Snakenburg;1;Anna Maria de;Bye;Adriaan van;Assendelft;;;False;False;False;False;True;True;0;0
3885;STCN;1716.0;Diderik van Leyden;Sofya Dina de Rovere;Diderik van Leyden & Sofya Dina de Rovere;;;;Hendrik Snakenburg;;;;;;;;;;;;;;;;;;;;;;Hendrik Snakenburg;1;Sofya Dina de;Rovere;Diderik van;Leyden;;;False;False;False;False;True;True;0;0
937;KB;1717.0;Dirk van Lennep;Susanna Leeuw;Dirk van Lennep & Susanna Leeuw;Hendrik van de Gaete;Amsterdam;Amsterdam;Jan Baptista Wellekens;Claas Bruin;Hendrik van de Gaete;;;;;;;;;;;;;;;;;;;;Jan Baptista Wellekens, Claas Bruin, Hendrik van de Gaete;3;Susanna;Leeuw;Dirk van;Lennep;Hendrik van de;Gaete;False;False;False;False;True;True;0;0
938;KB;1717.0;Hermanus van Santen;Anna Garengroot;Hermanus van Santen & Anna Garengroot;Hendrik van de Gaete;Amsterdam;Haarlem;Hendrik van de Gaete;A.W.;;;;;;;;;;;;;;;;;;;;;Hendrik van de Gaete, A.W.;2;Anna;Garengroot;Hermanus van;Santen;Hendrik van de;Gaete;False;False;False;False;True;True;0;0
970;KB;1717.0;Jan Petersen;Alida Krimping;Jan Petersen & Alida Krimping;Hendrik van de Gaete;Amsterdam;Amsterdam;M. J.D.V.I. Petersen;Arnold Nachetegael Klemens;Hendrik van de Gaete;;;;;;;;;;;;;;;;;;;;M. J.D.V.I. Petersen, Arnold Nachetegael Klemens, Hendrik van de Gaete;3;Alida;Krimping;Jan;Petersen;Hendrik van de;Gaete;False;True;False;False;True;True;0;1
971;KB;1717.0;Galenus van Baerle;Wilhelmina Verwit;Galenus van Baerle & Wilhelmina Verwit;Hendrik van de Gaete;Amsterdam;Amsterdam;C. van Baerle;Christiaan Klaarbout;;Hendrik van de Gaete;;;;;;;;;;;;;;;;;;;C. van Baerle, Christiaan Klaarbout, Hendrik van de Gaete;3;Wilhelmina;Verwit;Galenus van;Baerle;Hendrik van de;Gaete;False;True;False;False;True;True;0;1
972;KB;1717.0;Henrik van Voorst;Katharina Schyn;Henrik van Voorst & Katharina Schyn;Hendrik van de Gaete;Amsterdam;Delft;Hendrik van de Gaete;;;;;;;;;;;;;;;;;;;;;;Hendrik van de Gaete;1;Katharina;Schyn;Henrik van;Voorst;Hendrik van de;Gaete;False;False;False;False;True;True;0;0
973;KB;1717.0;Daniel Lambrechts;Bernardina van Enst;Daniel Lambrechts & Bernardina van Enst;Hendrik van de Gaete;Amsterdam;;Nicolaas van Poelgeest;Hendrik van de Gaete;;;;;;;;;;;;;;;;;;;;;Nicolaas van Poelgeest, Hendrik van de Gaete;2;Bernardina van;Enst;Daniel;Lambrechts;Hendrik van de;Gaete;False;False;False;False;True;True;0;0
974;KB;1717.0;Pieter Rotterdam;Anna Catharina Weyer;Pieter Rotterdam & Anna Catharina Weyer;Hendrik van de Gaete;Amsterdam;Amsterdam Rotterdam;Leonard Weyer;Hendrik van de Gaete;;;;;;;;;;;;;;;;;;;;;Leonard Weyer, Hendrik van de Gaete;2;Anna Catharina;Weyer;Pieter;Rotterdam;Hendrik van de;Gaete;True;False;False;False;True;True;1;0
975;KB;1717.0;Arnout Dederiks;Sara Susanna Couck;Arnout Dederiks & Sara Susanna Couck;Hendrik van de Gaete;Amsterdam;Middelburg;Jan Baptista Wellekens;Claas Bruin;Pieter Langendyk;Willem van Ranouw;Filips Piek;D.G.V.A.;Arnold Nachtegael Klemens;J. Steevensz;Hendrik van de Gaete;C.I.;;;;;;;;;;;;;Jan Baptista Wellekens, Claas Bruin, Pieter Langendyk, Willem van Ranouw, Filips Piek, D.G.V.A., Arnold Nachtegael Klemens, J. Steevensz, Hendrik van de Gaete, C.I.;10;Sara Susanna;Couck;Arnout;Dederiks;Hendrik van de;Gaete;False;False;False;False;True;True;0;0
976;KB;1717.0;Abraham Jansz van Dorssen;Neeltje Hagen;Abraham Jansz van Dorssen & Neeltje Hagen;Hendrik van de Gaete;Amsterdam;Hoorn;Pieter Langendyk;Hendrik van de Gaete;;;;;;;;;;;;;;;;;;;;;Pieter Langendyk, Hendrik van de Gaete;2;Neeltje;Hagen;Abraham Jansz van;Dorssen;Hendrik van de;Gaete;False;False;False;False;True;True;0;0
984;KB;1717.0;Jacobus van Geleyn;Catharina van Louw;Jacobus van Geleyn & Catharina van Louw;Hendrik van de Gaete;Amsterdam;Amsterdam;Claas Bruin;Hendrik van de Gaete;Pieter Langendyk;Abraham Fortgens;J.E. van Geleyn;R.B.;;;;;;;;;;;;;;;;;Claas Bruin, Hendrik van de Gaete, Pieter Langendyk, Abraham Fortgens, J.E. van Geleyn, R.B.;6;Catharina van;Louw;Jacobus van;Geleyn;Hendrik van de;Gaete;False;True;False;False;True;True;0;1
985;KB;1717.0;Andries Kluppel;Wynanda van Loozen;Andries Kluppel & Wynanda van Loozen;Hendrik van de Gaete;Amsterdam;Hamburg;Hendrik van de Gaete;J. Druyff;;;;;;;;;;;;;;;;;;;;;Hendrik van de Gaete, J. Druyff;2;Wynanda van;Loozen;Andries;Kluppel;Hendrik van de;Gaete;False;False;False;False;True;True;0;0
1334;KB;1717.0;Gerard Beelaerts;Cornelia Eliana Scott;Gerard Beelaerts & Cornelia Eliana Scott;Gerard onder de Linden;Amsterdam;Amsterdam;David van Hoogstraten;Balthazar Huydecoper;Joannes van Braam;Diederik Steenwinkel;;;;;;;;;;;;;;;;;;;David van Hoogstraten, Balthazar Huydecoper, Joannes van Braam, Diederik Steenwinkel;4;Cornelia Eliana;Scott;Gerard;Beelaerts;Gerard onder de;Linden;False;False;False;False;False;False;0;0
1468;KB;1717.0;Jan Stevensz Wolters;Anna Maria van der Does;Jan Stevensz Wolters & Anna Maria van der Does;Johannes van Oosterwyk;Amsterdam;Amsterdam;Johannes van Oosterwyk;Matthaeus Brouërius van Nidek;;;;;;;;;;;;;;;;;;;;;Johannes van Oosterwyk, Matthaeus Brouërius van Nidek;2;Anna Maria van der;Does;Jan Stevensz;Wolters;Johannes van;Oosterwyk;False;False;False;False;True;True;0;0
2587;KB;1717.0;Philip Jacob van Borssele van der Hooghe;Maria Elizabeth van Stryen;Philip Jacob van Borssele van der Hooghe & Maria Elizabeth van Stryen;;;Amsterdam;Hendrik Snakenburg;;;;;;;;;;;;;;;;;;;;;;Hendrik Snakenburg;1;Maria Elizabeth van;Stryen;Philip Jacob van Borssele van der;Hooghe;;;False;False;False;False;True;True;0;0
2599;KB;1717.0;Gerard de Bye;Suzanna Beatrix van Assendelft;Gerard de Bye & Suzanna Beatrix van Assendelft;;;Amsterdam;Johan Steengracht;Hendrik Snakenburg;;;;;;;;;;;;;;;;;;;;;Johan Steengracht, Hendrik Snakenburg;2;Suzanna Beatrix van;Assendelft;Gerard de;Bye;;;False;False;False;False;True;True;0;0
2603;KB;1717.0;Pieter van der Schelling;Alida van Alkemade;Pieter van der Schelling & Alida van Alkemade;;;Rotterdam;Claas Bruin;Johannes Lomannus;;;;;;;;;;;;;;;;;;;;;Claas Bruin, Johannes Lomannus;2;Alida van;Alkemade;Pieter van der;Schelling;;;False;False;False;False;True;True;0;0
2606;KB;1717.0;Johan Fontaine;Petronella Calkoen;Johan Fontaine & Petronella Calkoen;;;Amsterdam;Hendrik Snakenburg;;;;;;;;;;;;;;;;;;;;;;Hendrik Snakenburg;1;Petronella;Calkoen;Johan;Fontaine;;;False;False;False;False;True;True;0;0
3952;Steur;1717.0;Abraham Verhamme Albertusz.;Wyna van Lennep;Abraham Verhamme Albertusz. & Wyna van Lennep;Hendrik van de Gaete;Amsterdam;;Ludolph Smids;Jan Baptista Wellekens;Claas Bruin;Pieter Langendijk;Arnold Nachtegael de jonge;Hendrik van de Gaete;P.L.;A.N.;C. Boon;M.D.;;;;;;;;;;;;;Ludolph Smids, Jan Baptista Wellekens, Claas Bruin, Pieter Langendijk, Arnold Nachtegael de jonge, Hendrik van de Gaete, P.L., A.N., C. Boon, M.D.;10;Wyna van;Lennep;Abraham Verhamme;Albertusz.;Hendrik van de;Gaete;False;False;False;False;True;True;0;0
28;KB;1718.0;Jacobus van Pesch;Dina van der Smisse;Jacobus van Pesch & Dina van der Smisse;Hendrik van de Gaete;Amsterdam;Amsterdam;Kornelis Willemsz Westerbaen;Claas Bruin;Pieter Langendyk;Chr Simonides;Hendrik van de Gaete;;;;;;;;;;;;;;;;;;Kornelis Willemsz Westerbaen, Claas Bruin, Pieter Langendyk, Chr Simonides, Hendrik van de Gaete;5;Dina van der;Smisse;Jacobus van;Pesch;Hendrik van de;Gaete;False;False;False;False;True;True;0;0
163;KB;1718.0;Arent Bosch;Eletta Thesingh;Arent Bosch & Eletta Thesingh;Goeree;Amsterdam;Amsterdam;David van Hoogstraten;Jan Baptista Wellekens;Pieter Vlaming;Claas Bruin;Hendrik van Halmael;;;;;;;;;;;;;;;;;;David van Hoogstraten, Jan Baptista Wellekens, Pieter Vlaming, Claas Bruin, Hendrik van Halmael;5;Eletta;Thesingh;Arent;Bosch;Goeree;;False;False;False;False;False;True;0;0
840;KB;1718.0;Herman Vingerhoedt (1697-1762);Johanna Ignatia van der Hoeven;Herman Vingerhoedt (1697-1762) & Johanna Ignatia van der Hoeven;Michel Böhm;Rotterdam;Rotterdam;David van Hoogstraten;Joan de Haes;;;;;;;;;;;;;;;;;;;;;David van Hoogstraten, Joan de Haes;2;Johanna Ignatia van der;Hoeven;Herman Vingerhoedt;(1697-1762);Michel;Böhm;False;False;False;False;False;False;0;0
868;KB;1718.0;Cornelis de Witt (1696-1769);Catharina Wilhelmina van den Honert;Cornelis de Witt (1696-1769) & Catharina Wilhelmina van den Honert;Joannes van Braam;Dordrecht;Amsterdam;David van Hoogstraten;Gerard de Haan;Joannes van Braam;;;;;;;;;;;;;;;;;;;;David van Hoogstraten, Gerard de Haan, Joannes van Braam;3;Catharina Wilhelmina van den;Honert;Cornelis de Witt;(1696-1769);Joannes van;Braam;False;False;False;False;True;True;0;0
977;KB;1718.0;Jan Joostsz van Eik;Josina Terwen;Jan Joostsz van Eik & Josina Terwen;Hendrik van de Gaete;Amsterdam;Amsterdam;Hendrik van de Gaete;Adriaan van Cattenburch;Isaac Verburg;Pieter van der Schelling;Kornelis Willemsz Westerbaen;Jan Baptista Wellekens;Claas Bruin;Z.V.D.;Sybrand Isaacsz Feitama;J.V.;;;;;;;;;;;;;Hendrik van de Gaete, Adriaan van Cattenburch, Isaac Verburg, Pieter van der Schelling, Kornelis Willemsz Westerbaen, Jan Baptista Wellekens, Claas Bruin, Z.V.D., Sybrand Isaacsz Feitama, J.V.;10;Josina;Terwen;Jan Joostsz van;Eik;Hendrik van de;Gaete;False;False;False;False;True;True;0;0
978;KB;1718.0;Jean André Lentz;Hendrina Brandt;Jean André Lentz & Hendrina Brandt;Hendrik van de Gaete;Amsterdam;Amsterdam;Pieter Langendyk;;;;;;;;;;;;;;;;;;;;;;Pieter Langendyk;1;Hendrina;Brandt;Jean André;Lentz;Hendrik van de;Gaete;False;False;False;False;False;False;0;0
979;KB;1718.0;Isaac Lohoff;Wyna Johanna Ploos van Amstel;Isaac Lohoff & Wyna Johanna Ploos van Amstel;Hendrik van de Gaete;Amsterdam;Amsterdam;Hendrik van de Gaete;I. Ploos van Amstel;Lambert van Laar;Willem Kroon;Joost Sasselee;C.L.;;;;;;;;;;;;;;;;;Hendrik van de Gaete, I. Ploos van Amstel, Lambert van Laar, Willem Kroon, Joost Sasselee, C.L.;6;Wyna Johanna Ploos van;Amstel;Isaac;Lohoff;Hendrik van de;Gaete;True;False;False;False;True;True;1;0
980;KB;1718.0;Abraham Fortgens;Catharina van Britten;Abraham Fortgens & Catharina van Britten;Hendrik van de Gaete;Amsterdam;Woerden;Hendrik van de Gaete;Ludolph Smids;Jan Baptista Wellekens;R.B.;Claas Bruin;Pieter Langendyk;Eduard van Nikkelen;;;;;;;;;;;;;;;;Hendrik van de Gaete, Ludolph Smids, Jan Baptista Wellekens, R.B., Claas Bruin, Pieter Langendyk, Eduard van Nikkelen;7;Catharina van;Britten;Abraham;Fortgens;Hendrik van de;Gaete;False;False;False;False;True;True;0;0
1353;KB;1718.0;Fredrik Wilkens;Katharina Schalbruch;Fredrik Wilkens & Katharina Schalbruch;Justus van Lotten;Amsterdam;Amsterdam;David van Hoogstraten;Joan Jacob Mauricius;Isaac Verburg;François Halma;Johannes Esgers;Christiaan Klaarbout;;;;;;;;;;;;;;;;;David van Hoogstraten, Joan Jacob Mauricius, Isaac Verburg, François Halma, Johannes Esgers, Christiaan Klaarbout;6;Katharina;Schalbruch;Fredrik;Wilkens;Justus van;Lotten;False;False;False;False;False;False;0;0
1469;KB;1718.0;Willem van Boneval;Cornelia Overbeek;Willem van Boneval & Cornelia Overbeek;Johannes van Oosterwyk;Amsterdam;Amsterdam;Johannes van Oosterwyk;Claas Bruin;Willem van der Hoeven;;;;;;;;;;;;;;;;;;;;Johannes van Oosterwyk, Claas Bruin, Willem van der Hoeven;3;Cornelia;Overbeek;Willem van;Boneval;Johannes van;Oosterwyk;False;False;False;False;True;True;0;0
1471;KB;1718.0;Tiberius Beeldsnyder Matroos;Alida Margareta Meyn;Tiberius Beeldsnyder Matroos & Alida Margareta Meyn;Johannes van Oosterwyk;Amsterdam;;Johannes van Oosterwyk;Claas Bruin;;;;;;;;;;;;;;;;;;;;;Johannes van Oosterwyk, Claas Bruin;2;Alida Margareta;Meyn;Tiberius Beeldsnyder;Matroos;Johannes van;Oosterwyk;False;False;False;False;True;True;0;0
1472;KB;1718.0;Michiel Bruiningh;Geertruida van Byland;Michiel Bruiningh & Geertruida van Byland;Johannes van Oosterwyk;Amsterdam;Amsterdam;Johannes van Oosterwyk;Claas Bruin;;;;;;;;;;;;;;;;;;;;;Johannes van Oosterwyk, Claas Bruin;2;Geertruida van;Byland;Michiel;Bruiningh;Johannes van;Oosterwyk;False;False;False;False;True;True;0;0
1473;KB;1718.0;Nicolaas Calff;Grietje Louwen;Nicolaas Calff & Grietje Louwen;Johannes van Oosterwyk;Amsterdam;Amsterdam;Ludolph Smids;Johannes van Oosterwyk;Cornelis Lely;;;;;;;;;;;;;;;;;;;;Ludolph Smids, Johannes van Oosterwyk, Cornelis Lely;3;Grietje;Louwen;Nicolaas;Calff;Johannes van;Oosterwyk;False;False;False;False;True;True;0;0
1926;KB;1718.0;Jacobus van der Hoop;Catharina Hennebo;Jacobus van der Hoop & Catharina Hennebo;Barent Visscher;Amsterdam;Haarlem;Willem van der Hoeven;Isaac Thomasz Delcourt;Jan van Hoogstraten;M.V.D.;David van Hoogstraten;Evert Visscher;;;;;;;;;;;;;;;;;Willem van der Hoeven, Isaac Thomasz Delcourt, Jan van Hoogstraten, M.V.D., David van Hoogstraten, Evert Visscher;6;Catharina;Hennebo;Jacobus van der;Hoop;Barent;Visscher;False;False;False;False;False;True;0;0
2059;KB;1718.0;Gillis Buys;Cornelia van Veen;Gillis Buys & Cornelia van Veen;;;Amsterdam;Jacob van Veen;Jan van Hoogstraten;David van Hoogstraten;Willem van der Hoeven;;;;;;;;;;;;;;;;;;;Jacob van Veen, Jan van Hoogstraten, David van Hoogstraten, Willem van der Hoeven;4;Cornelia van;Veen;Gillis;Buys;;;True;False;False;False;True;True;1;0
2161;KB;1718.0;Jan Linklaan;Clementia Meerman;Jan Linklaan & Clementia Meerman;;;Amsterdam;Jan Wybrandsz Sandwyk;Claas Bruin;Pieter Langendyk;Johannes van Oosterwyk;Hendrik van de Gaete;;;;;;;;;;;;;;;;;;Jan Wybrandsz Sandwyk, Claas Bruin, Pieter Langendyk, Johannes van Oosterwyk, Hendrik van de Gaete;5;Clementia;Meerman;Jan;Linklaan;;;False;False;False;False;True;True;0;0
2613;KB;1718.0;Jan Joostsz van Eik;Josina Terwen;Jan Joostsz van Eik & Josina Terwen;;;Gouda;David van Hoogstraten;Cornelius van Arckel;Johan van den Broucke;Joan Suderman;Joannes van Braam;;;;;;;;;;;;;;;;;;David van Hoogstraten, Cornelius van Arckel, Johan van den Broucke, Joan Suderman, Joannes van Braam;5;Josina;Terwen;Jan Joostsz van;Eik;;;False;False;False;False;True;True;0;0
2619;KB;1718.0;Frans Balde;Cornelia van Tarelink;Frans Balde & Cornelia van Tarelink;;;Amsterdam;Claas Bruin;;;;;;;;;;;;;;;;;;;;;;Claas Bruin;1;Cornelia van;Tarelink;Frans;Balde;;;False;False;False;False;True;True;0;0
