id;label;function;year;place_print
480;Henrik van Hees & Barbara Joanna van der Hoeven van Berkel;Bruidspaar;1716.0;
481;Johannes I Hofhout;Drukker;;Rotterdam
482;Joan de Haes;Auteur;;
483;Samuel Everwyn & Maria Onderwater;Bruidspaar;1716.0;
484;Joannes van Braam;Auteur, Drukker;;
485;Johannes van Dooreslaer;Auteur;;
486;Herman Boonen;Auteur;;
487;Jan Verryn & Debora van den Ende;Bruidspaar;1716.0;
488;Johannes de Goede;Auteur;;
489;Georgius Jsz van den Ende;Auteur;;
490;Herman Boonen & Elizabet Keur;Bruidspaar;1716.0;
491;Andreas van Duiveland;Auteur;;
492;Hendrik van Duiveland;Auteur;;
493;Adriaan van Assendelft & Anna Maria de Bye;Bruidspaar;1716.0;
494;Diderik van Leyden & Sofya Dina de Rovere;Bruidspaar;1716.0;
495;Hermanus van Santen & Anna Garengroot;Bruidspaar;1717.0;
496;Jan Petersen & Alida Krimping;Bruidspaar;1717.0;
497;M. J.D.V.I. Petersen;Auteur;;
498;Arnold Nachetegael Klemens;Auteur;;
499;Galenus van Baerle & Wilhelmina Verwit;Bruidspaar;1717.0;
500;C. van Baerle;Auteur;;
501;Christiaan Klaarbout;Auteur;;
502;Henrik van Voorst & Katharina Schyn;Bruidspaar;1717.0;
503;Daniel Lambrechts & Bernardina van Enst;Bruidspaar;1717.0;
504;Nicolaas van Poelgeest;Auteur;;
505;Pieter Rotterdam & Anna Catharina Weyer;Bruidspaar;1717.0;
506;Leonard Weyer;Auteur;;
507;Arnout Dederiks & Sara Susanna Couck;Bruidspaar;1717.0;
508;Willem van Ranouw;Auteur;;
509;D.G.V.A.;Auteur;;
510;Arnold Nachtegael Klemens;Auteur;;
511;J. Steevensz;Auteur;;
512;C.I.;Auteur;;
513;Abraham Jansz van Dorssen & Neeltje Hagen;Bruidspaar;1717.0;
514;Jacobus van Geleyn & Catharina van Louw;Bruidspaar;1717.0;
515;J.E. van Geleyn;Auteur;;
516;R.B.;Auteur;;
517;Andries Kluppel & Wynanda van Loozen;Bruidspaar;1717.0;
518;J. Druyff;Auteur;;
519;Gerard Beelaerts & Cornelia Eliana Scott;Bruidspaar;1717.0;
520;Balthazar Huydecoper;Auteur;;
521;Diederik Steenwinkel;Auteur;;
522;Jan Stevensz Wolters & Anna Maria van der Does;Bruidspaar;1717.0;
523;Philip Jacob van Borssele van der Hooghe & Maria Elizabeth van Stryen;Bruidspaar;1717.0;
524;Gerard de Bye & Suzanna Beatrix van Assendelft;Bruidspaar;1717.0;
525;Pieter van der Schelling & Alida van Alkemade;Bruidspaar;1717.0;
526;Johannes Lomannus;Auteur;;
527;Johan Fontaine & Petronella Calkoen;Bruidspaar;1717.0;
528;Abraham Verhamme Albertusz. & Wyna van Lennep;Bruidspaar;1717.0;
529;Pieter Langendijk;Auteur;;
530;Arnold Nachtegael de jonge;Auteur;;
531;P.L.;Auteur;;
532;A.N.;Auteur;;
533;C. Boon;Auteur;;
534;M.D.;Auteur;;
535;Jacobus van Pesch & Dina van der Smisse;Bruidspaar;1718.0;
536;Chr Simonides;Auteur;;
537;Arent Bosch & Eletta Thesingh;Bruidspaar;1718.0;
538;Herman Vingerhoedt (1697-1762) & Johanna Ignatia van der Hoeven;Bruidspaar;1718.0;
539;Michel Böhm;Drukker;;Rotterdam
540;Cornelis de Witt (1696-1769) & Catharina Wilhelmina van den Honert;Bruidspaar;1718.0;
541;Gerard de Haan;Auteur;;
542;Jan Joostsz van Eik & Josina Terwen;Bruidspaar;1718.0;
543;Adriaan van Cattenburch;Auteur;;
544;Isaac Verburg;Auteur;;
545;Pieter van der Schelling;Auteur;;
546;Z.V.D.;Auteur;;
547;Sybrand Isaacsz Feitama;Auteur;;
548;Jean André Lentz & Hendrina Brandt;Bruidspaar;1718.0;
549;Isaac Lohoff & Wyna Johanna Ploos van Amstel;Bruidspaar;1718.0;
550;I. Ploos van Amstel;Auteur;;
551;Lambert van Laar;Auteur;;
552;Willem Kroon;Auteur;;
553;Joost Sasselee;Auteur;;
554;C.L.;Auteur;;
555;Abraham Fortgens & Catharina van Britten;Bruidspaar;1718.0;
556;Eduard van Nikkelen;Auteur;;
557;Fredrik Wilkens & Katharina Schalbruch;Bruidspaar;1718.0;
558;Justus van Lotten;Drukker;;Amsterdam
559;Johannes Esgers;Auteur;;
560;Willem van Boneval & Cornelia Overbeek;Bruidspaar;1718.0;
561;Tiberius Beeldsnyder Matroos & Alida Margareta Meyn;Bruidspaar;1718.0;
562;Michiel Bruiningh & Geertruida van Byland;Bruidspaar;1718.0;
563;Nicolaas Calff & Grietje Louwen;Bruidspaar;1718.0;
564;Cornelis Lely;Auteur;;
565;Jacobus van der Hoop & Catharina Hennebo;Bruidspaar;1718.0;
566;M.V.D.;Auteur;;
567;Gillis Buys & Cornelia van Veen;Bruidspaar;1718.0;
568;Jan Linklaan & Clementia Meerman;Bruidspaar;1718.0;
569;Jan Wybrandsz Sandwyk;Auteur;;
570;Johan van den Broucke;Auteur;;
571;Joan Suderman;Auteur;;
572;Frans Balde & Cornelia van Tarelink;Bruidspaar;1718.0;
573;Abraham Bruin & Debora van Vollenhoven;Bruidspaar;1718.0;
574;Jacob Alewyn (Jr) Ghysen & Perina Vorsterman;Bruidspaar;1719.0;
575;Tileman Tamé;Auteur;;
576;Andries Oudaen & Kornelia Messchaert;Bruidspaar;1719.0;
577;Hubert Kornelisz Poot;Auteur;;
578;Benjamin de Bruyn & Bartha Verdyk;Bruidspaar;1719.0;
579;Theodore de Bruyn;Auteur;;
580;Gabriel ten Cate & Magdalena Hobroek;Bruidspaar;1719.0;
581;Ignatius uyt den Eekhout & Louiza Hobroek;Bruidspaar;1719.0;
582;Jan van der Strengh & Maria Leydecker;Bruidspaar;1719.0;
583;Everhard François Schimmelpenning & Sara Du Try;Bruidspaar;1719.0;
584;Carel Johan Houttuyn;Auteur;;
585;François de Bruinne;Auteur;;
586;François Bruiningh & Kornelia van Tongeren;Bruidspaar;1719.0;
587;Joan Doornik;Auteur;;
588;Joan van Tongeren;Auteur;;
589;A. Bruiningh;Auteur;;
590;Abraham de Ridder & Johanna Magdalena van Dyk;Bruidspaar;1719.0;
591;Simon de Ridder;Auteur;;
592;Gerrit van Dulken;Auteur;;
593;Jan Verhoeve;Auteur;;
594;Mattheus de Jager & Catharina Calkoen;Bruidspaar;1719.0;
595;Hendrik Hooft & Margareta Willink;Bruidspaar;1719.0;
596;Jacob de Bruyn & Johanna van Neercassel;Bruidspaar;1719.0;
597;Benedictus van Ryneveld;Auteur;;
598;Enoch Krook;Auteur;;
599;Christoffel Six & Anna Jacoba van Vladeracken;Bruidspaar;1719.0;
600;Theodoor van Snakenburg & Rachel Wasteau;Bruidspaar;1719.0;
601;David van Royen;Auteur;;
602;Franciscus van Oudendorp;Auteur;;
603;Nicolaus Plemper;Auteur;;
604;F. Zoeten;Auteur;;
605;Joannes Fredericus Gronovius & Margareta Christina Trigland;Bruidspaar;1719.0;
606;Nikolaus de Bye & Elizabeth Anna Crommelin;Bruidspaar;1719.0;
607;Govert van Slingeland & Ernestina Geertruida de Beveren;Bruidspaar;1719.0;
608;Hendrik Hoofd & Margareta Willink;Bruidspaar;1719.0;
609;W. Buissand de Jonge;Auteur;;
610;Cornelis Izaaksz van den Bogaerd & Christina Willink;Bruidspaar;1720.0;
611;A. Izaaksz van den Bogaerd;Auteur;;
612;Kornelis van Koeverden;Auteur;;
613;Abraham Buyssant & Catharina Des Amorie;Bruidspaar;1720.0;
614;Jacobus Boutkan;Auteur;;
615;Govert van Mater;Auteur;;
616;Christiaan van der Meulen & Geertruid Des Amorie;Bruidspaar;1720.0;
617;Hermanus van (wed) Hulkenroy;Drukker;;Haarlem
618;Aegidius van Hoven;Auteur;;
619;Abraham van Loon;Auteur;;
620;P.V.Az;Auteur;;
621;Abraham de Neufville & Sara Blaaupot;Bruidspaar;1720.0;
622;Pieter Maiden & Elizabeth Seevenhuisen;Bruidspaar;1720.0;
623;Eduard van Nikkelen & Cornelia van Groeningen;Bruidspaar;1720.0;
624;D. van Nikkelen;Auteur;;
625;R. van Wiert;Auteur;;
626;Gerardus van Wiert;Auteur;;
627;J. Daams;Auteur;;
628;Huybert van Dam & Magtilda van der Keere;Bruidspaar;1720.0;
629;Jakob Schellinger;Auteur;;
630;David Hooghuysen;Auteur;;
631;Hendrik Hermansz & Maria Katharina Beck;Bruidspaar;1720.0;
632;F. Beck;Auteur;;
633;Adriaan Drabbe;Auteur;;
634;Hendrik Voorn & Christina Nunninck;Bruidspaar;1720.0;
635;J.H.G. B.M.;Auteur;;
636;Vincent P.H. Brouwer;Auteur;;
637;Hendrik van Halmael & Catrina van Boorn;Bruidspaar;1720.0;
638;Jacob (Jr) Verbeek & Lucia van Leuvenig;Bruidspaar;1720.0;
639;A. Verbeek;Auteur;;
640;I.F.A.Z.;Auteur;;
641;Jacob Schyn & Geertruida Heromans;Bruidspaar;1720.0;
642;Johan Hofman;Auteur;;
643;Jan Spiering;Auteur;;
644;Nicolaas van Loenen & Maria Craandyk;Bruidspaar;1720.0;
645;Justus de Veer & Catharina Bruynvis;Bruidspaar;1720.0;
646;Jan Meerman & Adriana van Santen;Bruidspaar;1720.0;
647;Dirk Smit & Catharina Wilkens;Bruidspaar;1720.0;
648;J. Wilkens;Auteur;;
649;Hendrik Wilkens;Auteur;;
650;F. Bormeester;Auteur;;
651;Willem baron van IV Liere & Louisa Isabella barones van Brakel;Bruidspaar;1720.0;
652;Gerard Le Maire;Auteur;;
653;A. Dekker;Auteur;;
654;M. Langevelt;Auteur;;
655;Abraham van Dooreslaer & Johanna Elisabeth van Arp;Bruidspaar;1720.0;
656;Jacobus Targier;Auteur;;
657;Abraham Gronovius & Dorothea Wynanda van Wyck;Bruidspaar;1720.0;
658;Mattheus de Jager & Antonia de Veer;Bruidspaar;1720.0;
659;Jan Petersen & Sara Michell;Bruidspaar;1720.0;
660;J. van Saen;Auteur;;
661;Joannes Michell;Auteur;;
662;Kornelis Backer & Margareete Bicker;Bruidspaar;1720.0;
663;Pieter van Schagen & Maria Couck;Bruidspaar;1721.0;
664;Malachias de La Vigne & Maria Okhuysen;Bruidspaar;1721.0;
665;Willem Barents;Auteur, Drukker;;Amsterdam
666;M. van Os;Auteur;;
667;J.S. Rosthuysen;Auteur;;
668;B. Spanseerder;Auteur;;
669;George Wetstein;Auteur;;
670;Adriaen Maten & Maria van Vollenhoven;Bruidspaar;1721.0;
671;J.V.M.;Auteur;;
672;Christiaan van Boneval & Anna Doornekroon;Bruidspaar;1721.0;
673;Johanna Catrina van Boneval;Auteur;;
674;Willem van Boneval;Auteur;;
675;Cornelia Overbeek;Auteur;;
676;Geertruij Sara van Boneval;Auteur;;
677;Ferdinandus van Boneval;Auteur;;
678;Jacob Jacobsz Ploos van Amstel & Sara Rothé;Bruidspaar;1721.0;
679;Isaac Lohoff;Auteur;;
680;C. Lohoff;Auteur;;
681;Abraham Des Amorie & Angelica Hugaert;Bruidspaar;1721.0;
682;Gijsbert Tysens;Auteur;;
683;Herman van Broyel & Anna Aletta Beck;Bruidspaar;1721.0;
684;Jan van Leeuwen;Auteur;;
685;Abraham van Broyel;Auteur;;
686;Jacobus (Jr) Barnaart & Maria Suzanna Witkops;Bruidspaar;1721.0;
687;Pieter (Jr) Merkman;Auteur;;
688;Thomas Babeling & Anna Louisa de Villers;Bruidspaar;1721.0;
689;Gijsbert van der J.D.M. Goot;Auteur;;
690;Elbert Clermont;Auteur;;
691;Harmanus Meyer;Auteur;;
692;C.V.H.G.;Auteur;;
693;Elias van Valencyn & Leonora Elisabeth Beck;Bruidspaar;1721.0;
694;C.N. van Valencyn;Auteur;;
695;A.V.B.;Auteur;;
696;Willem Jacobusz Kops & Maria Lintworm;Bruidspaar;1721.0;
697;J.V.P.;Auteur;;
698;Jacob George Roeters & Adriana van Buylaard;Bruidspaar;1721.0;
699;Willem Molenaar & Geertruid Heisterman;Bruidspaar;1721.0;
700;Nicolaas Potgieter;Drukker;;Amsterdam
701;I.Iz Heisterman;Auteur;;
702;Engelbert Clumper & Alida Maria van Dorsten;Bruidspaar;1721.0;
703;Dirk Clumper;Auteur;;
704;Pieter Muyser & Alida de Vries;Bruidspaar;1721.0;
705;François Straalman & Margareta Kops;Bruidspaar;1721.0;
706;Pieter Verduyn & Johanna van Leeuwen;Bruidspaar;1721.0;
707;Adriaan de Kramer;Auteur;;
708;Jan Koenerding & Adriana van Hoorn;Bruidspaar;1721.0;
709;Jan van Dinteren;Auteur;;
710;Hendrik (Jr) Graauwhart & Cornelia van Heule;Bruidspaar;1721.0;
711;Hendrik Graauwhart;Auteur;;
712;Raimond Backer & Christina de Munt;Bruidspaar;1721.0;
713;Nicolaas Sleght & Josina Edens;Bruidspaar;1721.0;
714;Laurens Arminius;Auteur;;
715;Wouter Peereboom;Auteur;;
716;Jan Wandelaar;Auteur;;
717;Jan Bogaert & Maria van Dyk;Bruidspaar;1721.0;
718;Lambert van den Broek;Auteur;;
719;Frederik Ottens & Debora Hogeboom;Bruidspaar;1721.0;
720;Samuel I Luchtmans & Kornelia van Musschenbroek;Bruidspaar;1721.0;
721;Jan Du Rieu & Johanna van Arrewyne;Bruidspaar;1721.0;
722;J.C. van Arrewyne;Auteur;;
723;Adriaan Clemens & Anthonia Solling;Bruidspaar;1721.0;
724;Reméus Willeboorts & Anna Stadnitski;Bruidspaar;1721.0;
725;Dirk van Beek;Auteur;;
726;Jacob van Veen & Geertruy Buys;Bruidspaar;1721.0;
727;Jan Egbertsz Buys;Auteur;;
728;H.v.H.;Auteur;;
729;D.v.H.;Auteur;;
730;Paulus Hendriksz Verryn & Elizabeth Lomannus;Bruidspaar;1721.0;
731;Jan Graswinckel & Johanna Graafland;Bruidspaar;1721.0;
732;Jan Egbertsz Buys & Catharina van Veen;Bruidspaar;1721.0;
733;Arent van Veen;Auteur;;
734;Fredrik de Bruyn;Auteur;;
735;Diderik Grommee & Geertruid de Villers;Bruidspaar;1721.0;
736;Gijsbert van der Goot;Auteur;;
737;Samuel Everwyn;Auteur;;
738;Joan Silvestersz van Tongeren & Wilhelmina Brigitta Roos;Bruidspaar;1722.0;
739;Matthys Vink & Cornelia van Steenhoolen;Bruidspaar;1722.0;
740;Cornelis Westerhout;Auteur;;
741;Reynier de Vries;Auteur;;
742;Johannes Thesingh & Anna Thesingh;Bruidspaar;1722.0;
743;Isaac Abrahamsz Delcourt & Elizabeth de Wolff;Bruidspaar;1722.0;
744;Joannes Sluyter;Auteur;;
745;J.D.C.F.;Auteur;;
746;Job Siewertsz Centen & Maria van Laar;Bruidspaar;1722.0;
747;A.B.A.;Auteur;;
748;C.D.M.;Auteur;;
749;Jacob Alewyn (Jr) Ghysen & Debora Blaaupot;Bruidspaar;1722.0;
750;Pieter Elias & Maria Philippina van Tongeren;Bruidspaar;1722.0;
751;Jan. van Vliet;Auteur;;
752;Cornelis Elbersz van Liesveld & Johanna van Dorssen;Bruidspaar;1722.0;
753;Robert Hennebo;Auteur;;
754;Jacob van Liesveld & Wynanda Hagen;Bruidspaar;1722.0;
755;Jacob van (Jr) Hoogveld & Katharina Schabaelje;Bruidspaar;1722.0;
756;J. Helgers;Auteur;;
757;Jan van Baalen & Anna Judith Scholten;Bruidspaar;1722.0;
758;Jan van Groeningen & Maria van Boorn;Bruidspaar;1722.0;
759;Dirk Hasselaer & Jacomina Scholvanger;Bruidspaar;1722.0;
760;Pieter van de Walle;Auteur;;
761;Joan Lucas Bouwens & Sara Cornelia van Marselis;Bruidspaar;1722.0;
762;J. Verhoek;Auteur;;
763;Joannes Reyniersz van den Broek;Auteur;;
764;Jacobus Fak & Maria Schyn;Bruidspaar;1722.0;
765;Albertus Schade & Catharina Maria Elders;Bruidspaar;1722.0;
766;K. van der Burgh;Auteur;;
767;Hubert van Rykevorsel & Johanna Vettekeuken;Bruidspaar;1722.0;
768;Pieter Froon & Margareta van Steenhoolen;Bruidspaar;1722.0;
769;Matthys Vink;Auteur;;
770;Cornelis van Steenhoolen;Auteur;;
771;Isaak Wurtz & Sara Emilia Dominicus;Bruidspaar;1722.0;
772;Nicolaus de la Bassecour;Auteur;;
773;Pieter Schrick & Margareta van Sadelhof;Bruidspaar;1722.0;
774;George Wetstein & Anna Otto;Bruidspaar;1723.0;
775;Wetstein;Drukker;;Amsterdam
776;J. Schoonhoven;Auteur;;
777;v.D.;Auteur;;
778;J.V.A.;Auteur;;
779;Willem van Swaanenburg;Auteur;;
780;Willem Hendrik Wetstein;Auteur;;
781;Willem van Karnebeek & Cornelia van den Bergh;Bruidspaar;1723.0;
782;Jacobus van der Strengh;Auteur;;
783;Isaak Angelkot & Maria Carlier;Bruidspaar;1723.0;
784;Joannes Graafman;Auteur;;
785;J.S.D.;Auteur;;
786;J.H.;Auteur;;
787;Jacob Hendrik Blydenberg & Wilmina van der Sluys;Bruidspaar;1723.0;
788;Dirk Dirkse Blom;Auteur;;
789;Lambertus Bondt & Anna Helena van der Sluys;Bruidspaar;1723.0;
790;Hendrik Bosch;Auteur, Drukker;;Amsterdam
791;Gulliam van der Sluys;Auteur;;
792;D. Dubourg;Auteur;;
793;Adrianus van Teems;Auteur;;
794;Jeronimus van Goor & Geertruda Kleene;Bruidspaar;1723.0;
795;D. Kleene;Auteur;;
796;Jacobus de George Swaan;Auteur;;
797;Wilhem van Lith & Sara Salome van Orsoy;Bruidspaar;1723.0;
798;Jan Arnold van Orsoy;Auteur;;
799;J.F. Wever;Auteur;;
800;Isaac van Ryneveld;Auteur;;
801;Abraham Titsingh;Auteur;;
802;Harmanus Meyer & Helena van Arrewyne;Bruidspaar;1723.0;
803;Johanna van Arrewyne;Auteur;;
804;Hendrik Smets;Auteur;;
805;Marten Smets;Auteur;;
806;Abraham Des Amorie & Clementia Sleght;Bruidspaar;1723.0;
807;Balthazar Lakeman;Drukker;;Amsterdam
808;Augustinus van Hoef & Alida Westerhout;Bruidspaar;1723.0;
809;Johannes Bellingwout;Auteur;;
810;Wilhelmus Pekstok & Flora Boots;Bruidspaar;1723.0;
811;J. Boots;Auteur;;
812;D. Boots;Auteur;;
813;Cornelis Vestenburgh & Margareta Hinke;Bruidspaar;1723.0;
814;Arnoldus Hinke;Auteur;;
815;Pieter Hinke;Auteur;;
816;Abraham van Ruster;Auteur;;
817;Jan Smedingh & Seytje van Horsten;Bruidspaar;1723.0;
818;Isaak de Neufville & Petronella de Neufville;Bruidspaar;1723.0;
819;Abraham Preyger & Catharina Elisabeth Jacobsen;Bruidspaar;1723.0;
820;Abraham de Haen;Auteur;;
821;Abraham Straalman & Elizabeth Rutgers;Bruidspaar;1723.0;
822;Gerrit van Ruster & Anna Maria van Wind;Bruidspaar;1723.0;
823;Jacobus de Vos & Katharina van de Ryp;Bruidspaar;1723.0;
824;Willem Feitama & Margareta de Haan;Bruidspaar;1723.0;
825;Jan Hagen & Seytje Dorlant;Bruidspaar;1723.0;
826;David Leeuw van Lennep & Hester Barnaart;Bruidspaar;1723.0;
827;Jan Outman & Oeda Goemaat;Bruidspaar;1723.0;
828;Paulus Poursoy & Maria Felbier;Bruidspaar;1723.0;
829;Anthony Timmerman & Cornelia van Hoek;Bruidspaar;1723.0;
830;Johannes Tideman;Auteur;;
831;Jakobus van der Hoeff & Margareta Heems;Bruidspaar;1723.0;
832;Cornelis van Arrewyne & Maria Beukelaar;Bruidspaar;1723.0;
833;Wessel van Neercassel & Cecilia de Mont;Bruidspaar;1723.0;
834;N. van Duyst;Auteur;;
835;Benedictus van L.R. Ryneveld;Auteur;;
836;A.T.;Auteur;;
837;Pieter Vermaten & Emmerentia Buys;Bruidspaar;1723.0;
838;Arnout de Bordes;Auteur;;
839;M.M. Wiel;Auteur;;
840;L.V.M.;Auteur;;
841;Jacob Cornelis van der Sluys & Anna Barta Blom;Bruidspaar;1723.0;
842;Pieter Scholten;Auteur;;
843;Jacob Sydervelt & Jacoba van Mollem;Bruidspaar;1723.0;
844;Eduard Sennepart;Auteur;;
845;Moses Giron;Auteur;;
846;Jacob Schyn & Gesina Verbeek;Bruidspaar;1724.0;
847;Marten Schagen;Auteur, Drukker;;
848;Abraham Barnaart & Engeltje van Hoven;Bruidspaar;1724.0;
849;Jan van der Leeden & Regina Putter;Bruidspaar;1724.0;
850;Jan T.S. Ys;Auteur;;
851;Hendrik Martyn & Hillegonda van Delden;Bruidspaar;1724.0;
852;Pieter Martyn;Auteur;;
853;Jan Ys;Auteur;;
854;Mathys Staats & Johanna Elisabeth Schutstal;Bruidspaar;1724.0;
855;Jan Schutstal;Auteur;;
856;Willem A.V. Barents;Auteur;;
857;Jacob Schuer;Auteur;;
858;Hubert Gregorius van Vryhoff;Auteur;;
859;Anthony van Oldenbarneveld & Maria Anna Marchand;Bruidspaar;1724.0;
860;Jacobus Blom;Auteur;;
861;Pieter Nessing;Auteur;;
862;Jan Nessing;Auteur;;
863;Johannes Lublink;Auteur;;
864;Jan Eldertsz van den Berg & Christina Outman;Bruidspaar;1724.0;
865;Teunis van Leeuwen & Jannetje Valentyn van Schoonwinkel;Bruidspaar;1724.0;
866;Johannes van Leeuwen;Drukker;;Amsterdam
867;Jean de La Haye & Louïse Marissal;Bruidspaar;1724.0;
868;Menno Nieuwouts;Auteur;;
869;D.C.;Auteur;;
870;Abraham Scherenberg & Johanna Dorothea d' Orville;Bruidspaar;1724.0;
871;Jacob Michielsz Elias;Auteur;;
872;Abraham Erbervelt & Cornelia Ploos van Amstel;Bruidspaar;1724.0;
873;Cornelis Jacob Ploos van Amstel;Auteur;;
874;B. Cornelisz Ploos van Amstel;Auteur;;
875;Jan Abrahamsz de Haan & Catharina de Haan;Bruidspaar;1724.0;
876;A.V.G.;Auteur;;
877;C.H.;Auteur;;
878;Terwen;Auteur;;
879;Johan Carstensz & Maria de Wilde;Bruidspaar;1724.0;
880;Sergius Bicker Swellengrebel;Auteur;;
881;Jacob Raye;Auteur;;
882;J.S. Donker;Auteur;;
883;Jacob Meinertzhagen & Sara Le Brun;Bruidspaar;1724.0;
884;Jacobus Jacobi Meinertzhagen;Auteur;;
885;Willem Butler & Maria Leeser;Bruidspaar;1724.0;
886;Martinus Petzold;Drukker;;Amsterdam
887;Jan Brandt (Jr);Auteur;;
888;Jacob Leeser;Auteur;;
889;N. van Schooten;Auteur;;
890;H. Oortman;Auteur;;
891;R. van Gelder;Auteur;;
892;Jan Adriaensz Blok & Katharina van Raad;Bruidspaar;1724.0;
893;R. Blok;Auteur;;
894;A. Adriaensz Blok;Auteur;;
895;P.V.G.;Auteur;;
896;Petrus Smids;Auteur;;
897;Willem de Witt & Maria Coster;Bruidspaar;1724.0;
898;Jacobus Verheyde;Drukker;;Amsterdam
899;J. de Witt;Auteur;;
900;Wynand Blaeupot & Sara Kops;Bruidspaar;1724.0;
901;Michiel van II Leeuwen;Auteur;;
902;Jacob van Varelen & Geertruyda de Beer;Bruidspaar;1724.0;
903;Petrus Smids & Margareta Engelbregt;Bruidspaar;1724.0;
904;A. Speelman;Auteur;;
905;D.G.;Auteur;;
906;Etienne Constantin Duclos de Somerij & Jacoba Clara Anna Elisabeth Clyburg;Bruidspaar;1724.0;
907;Jacob Clyburg;Auteur;;
908;Antoine Augustin Bruzen la Martiniere;Auteur;;
909;Moses van Eys & Petronella Anna van Veen;Bruidspaar;1724.0;
910;Abraham van Broyel & Anna Emmerentia Krab;Bruidspaar;1724.0;
911;P.C. Krab;Auteur;;
912;Herman van Broyel;Auteur;;
913;Paulus van den Ende & Debora Hendriksz Verryn;Bruidspaar;1724.0;
914;Petrus van Musschenbroek & Adriana van de Water;Bruidspaar;1724.0;
915;David Casparusz Raket & Hadewig Lulofs;Bruidspaar;1724.0;
916;I. G.V. Raket;Auteur;;
917;Henrick Raket;Auteur;;
918;Jacob Dirksz van Lennep & Susanna Catharina de Wolff;Bruidspaar;1724.0;
919;Josua van Huysum;Auteur;;
920;Philip Zweerts;Auteur;;
921;W.;Auteur;;
922;Willem van Gogh & Lucia Elisabeth Doornik;Bruidspaar;1724.0;
923;Gerrit van Gogh;Auteur;;
924;David Doornik;Auteur;;
925;Kornelis Jacobse Swart & Antonia Antonise van Teemst;Bruidspaar;1724.0;
926;Maria Fokke;Auteur;;
927;Johan Lodewyk Schuer & Agneta Pinart;Bruidspaar;1724.0;
928;Arnoldus Henricus Westerhovius;Auteur;;
929;Thomas Meyer & Johanna La Clé;Bruidspaar;1724.0;
930;Isaac Sweers (Jr);Auteur;;
931;Leendert Jansz de Neufville & Agneta de Wolff;Bruidspaar;1724.0;
932;T.O.;Auteur;;
933;Lucas Bardon & Anna Groenewoud;Bruidspaar;1725.0;
934;Aarnout Aarnoutsz Clignet & Katharina Gasparine van der Meulen;Bruidspaar;1725.0;
935;Philadelphus;Auteur;;
936;A.S.;Auteur;;
937;Hendrik Stadlander & Emelia van Vollenhoven;Bruidspaar;1725.0;
938;Jan Buyssant & Geertruyd Vergoes;Bruidspaar;1725.0;
939;Anthony Hoorens;Drukker;;Haarlem
940;Joan Nicolaasz Marcus & Dorothea Goltz;Bruidspaar;1725.0;
941;Joannes II Kannewet;Drukker;;Amsterdam
942;Gerardus Wilhelmus Goltz;Auteur;;
943;A.W. Marcus;Auteur;;
944;Jan van den Bergh & Wyntje Daam;Bruidspaar;1725.0;
945;Jan Mol;Auteur;;
946;Gerrit van der Veer;Auteur;;
947;J.M.;Auteur;;
948;Jan Boonen & Catharina Schutte;Bruidspaar;1725.0;
949;Hendrik Schutte;Auteur;;
950;Pieter Broes;Auteur;;
951;N.V.L.;Auteur;;
952;Gerrit Bruin;Auteur;;
953;Jan van Bremen & Anna Moubach;Bruidspaar;1725.0;
954;Abraham Moubach;Auteur;;
955;Pieter de Nes & Josina Centen;Bruidspaar;1725.0;
956;Jan (Jr) Brandt & Maria Lups;Bruidspaar;1725.0;
957;Jacob Brandt;Auteur;;
958;Jean Lanting;Auteur;;
959;Willem Butler;Auteur;;
960;J.B.;Auteur;;
961;Willem van Dyk & Hendrina Brandt;Bruidspaar;1725.0;
962;Juriaan van Dyk;Auteur;;
963;Regnerus van Dyk;Auteur;;
964;J.G. Stierlin;Auteur;;
965;Hermanus Smit & Engelina Maria Geelmuyden;Bruidspaar;1725.0;
966;Johannes I Strander;Drukker;;Amsterdam
967;C. Smit;Auteur;;
968;Willem Boeken;Auteur;;
969;Johannes Smit;Auteur;;
970;Balthazar Nolthenius & Johanna Boel;Bruidspaar;1725.0;
971;Catharina Oillaarts;Auteur;;
972;Hendrik Hendriksz Boel;Auteur;;
973;Jan Isaac Robidé;Auteur;;
974;S. van de Velde;Auteur;;
975;Jan Melchiorsz van den Bosch;Auteur;;
976;Bernardus van Gerrevink;Auteur;;
977;Hendrik Hendriksz Boel & Cornelia van Leeuwen;Bruidspaar;1725.0;
978;Adrianus Molengraaf;Auteur;;
979;Willem van Doorn;Auteur;;
980;Balthazar Nolthenius;Auteur;;
981;Fredrik Duim;Auteur;;
982;Joannes (Jr) Linklaan & Anna Rentink;Bruidspaar;1725.0;
983;Helena Linklaan;Auteur;;
984;Wynant Linklaan;Auteur;;
985;Pieter La Clé & Johanna Lulofs;Bruidspaar;1725.0;
986;Jan van Leeuwen & Helena Claver;Bruidspaar;1725.0;
987;Jan van Cralingen;Auteur;;
988;Hermanus van Reyneveld;Auteur;;
989;Assuerus Issendorp & Johanna Graan;Bruidspaar;1725.0;
990;F.G.;Auteur;;
991;I.I.D. Issendorp;Auteur;;
992;Thomas de Vogel & Elisabeth Bosch;Bruidspaar;1725.0;
993;Daniël Adrianus Beukelaar & Anna Alida Pott;Bruidspaar;1725.0;
994;David van Royen (1699-1764) & Catharina van den Bergh;Bruidspaar;1725.0;
995;Adrianus van Royen;Auteur;;
996;Johannes Schroder;Auteur;;
