id;label;function;year;place
6826;Thaddeus Jacob van Bochoven & Margareta Isabella van Harscamp;Bruidspaar;1751;
6827;Isaac de Melander & Maria Asschenbergh;Bruidspaar;1751;
6828;Elizabeth Provoost Kaals;Auteur;;
6829;H. de Melander;Auteur;;
6830;Hendrik van den Hooght;Auteur;;
6831;Hendrik Schaade;Auteur;;
6832;Abraham Welsing & Agneta Marthens;Bruidspaar;1751;
6833;G. G.M. Marthens;Auteur;;
6834;Nicolaas Geelvinck (1732-1789) & Johanna Geertruy van de Poll;Bruidspaar;1751;
6835;Otto François Christiaan baron van Schak & Anna Reedelykheit;Bruidspaar;1751;
6836;Jacob Gerritsz Mars & Aagje Pater;Bruidspaar;1752;
6837;Willem Bras & Marritje van Keeren;Bruidspaar;1752;
6838;Kornelis Brem & Joanna Gray;Bruidspaar;1752;
6839;Simon Bake;Auteur;;
6840;Jakobus Andriessen & Maria Kornelia Burt;Bruidspaar;1752;
6841;Henricus M.G.M. Kintius;Auteur;;
6842;Jacob Petrus Matheusz Gargon;Auteur;;
6843;Willem Witgraft;Auteur;;
6844;Johan Andriessen;Auteur;;
6845;Willem Huygens & Elizabeth Boendermaker;Bruidspaar;1752;
6846;Hendrik Caan & Katharina Deynoot;Bruidspaar;1752;
6847;Willem Fredrik Mogge van Haamstede & Johanna Eva Hartsinck;Bruidspaar;1752;
6848;Jan van (Jr) Vollenhoven & Elizabeth Jakoba Ghysen;Bruidspaar;1752;
6849;Gerhard Podt & Sara Alida Eekhout;Bruidspaar;1752;
6850;Johan Jansz de Munck & Johanna de Kanter;Bruidspaar;1752;
6851;Anna Maria Reitz;Auteur;;
6852;A.V.B.;Auteur;;
6853;Johan Jacob van Drunen;Auteur;;
6854;Adriaan van Bronckhorst & Meynarda Johanna van Cleeff;Bruidspaar;1752;
6855;Gerrit ter Laar & Tryntje Voordewint;Bruidspaar;1752;
6856;Johan Anthony de Normandie & Katharina Johanna Hubert;Bruidspaar;1752;
6857;Jan Maan;Auteur;;
6858;Meinardus Evenhuis;Auteur;;
6859;Gerrit van Witzenburg & Neeltje Buiteweg;Bruidspaar;1752;
6860;A. van Noorwegen;Auteur;;
6861;Pieter de Vooght;Auteur;;
6862;Adriaan van Schermbeek & Hendrica van Monsjou;Bruidspaar;1752;
6863;Hendrik Matthijsz Jugatinus Philomusus Lussing;Auteur;;
6864;Kornelis van der Looy & Lydia Houthoff;Bruidspaar;1752;
6865;Willem de Vrij;Auteur;;
6866;Jan de Timmerman & Helena Imans;Bruidspaar;1752;
6867;Hendrik de de Witte Tierings;Auteur;;
6868;Benjamin Du Try;Auteur;;
6869;Nicolaas Harspon & Cornelia Vedder;Bruidspaar;1753;
6870;Alardus Beumer & Elizabeth van Lom;Bruidspaar;1753;
6871;Pieter Kornelis 't Lam & Leonora Brand;Bruidspaar;1753;
6872;Willem Schuyt;Auteur;;
6873;Louis Davidsz Taillefert & Maria Catharina Peyrard;Bruidspaar;1753;
6874;Hermanus Fison;Auteur;;
6875;David Taillefert;Auteur;;
6876;Jacobus van Eems & Johanna Voegen;Bruidspaar;1753;
6877;Willem F.Cz. Sobbe & Cornelia Elisabeth Revius;Bruidspaar;1753;
6878;Clara Catharina Steenberg;Auteur;;
6879;J.H. J.D.M. Clermont;Auteur;;
6880;François Jan Melissen;Auteur;;
6881;R. Benten;Auteur;;
6882;Nicolaas R.E.L. Wilt;Auteur;;
6883;Joan Frederik d' Orville & Maria Philippina Schryver;Bruidspaar;1753;
6884;Samuel Rudolphus van Nispen;Auteur;;
6885;Gilles Groeneveld & Kornelia Petronella de Bock;Bruidspaar;1753;
6886;Johannes van Geer;Auteur;;
6887;Hendrik Prinsen & Barbara van Rossum;Bruidspaar;1753;
6888;Johannes Jansz de Ridder;Auteur;;
6889;Pieter Jansz de Ridder;Auteur;;
6890;Jacobus Adriaansz van Helmont;Auteur;;
6891;Cornelis Jansz van Driel;Auteur;;
6892;Kornelis van Yzendoorn & Kornelia Velzenaar;Bruidspaar;1753;
6893;Sibrecht G.R. Buys;Auteur;;
6894;Franc van der Burch & Dionisia Catharina van Bleiswyk;Bruidspaar;1753;
6895;J. Bogert;Auteur;;
6896;Johan Carel Palier;Auteur;;
6897;Dionys Hendrik van Schuylenburch;Auteur;;
6898;Ary Wys;Auteur;;
6899;Cornelis Goetzee;Auteur;;
6900;Abraham van Bleiswyk;Auteur;;
6901;Diderik Johan van Hogendorp & Cornelia Petronella Slicher;Bruidspaar;1753;
6902;Jan Vonk & Neeltje van Andel;Bruidspaar;1753;
6903;Nicolaas van den Burg;Auteur;;
6904;Gelinus van Spaan;Auteur;;
6905;S. de Licht;Auteur;;
6906;Jacobus van der Pot & Geertruyd Onderwater;Bruidspaar;1753;
6907;Jonas Andries Repelaer;Auteur;;
6908;Johannes Willem Swellengrebel & Geertruyda Elisabet Hilgers;Bruidspaar;1754;
6909;Jan van (Jr) Marselis & Catharina Ida Loot;Bruidspaar;1754;
6910;Nicolaas van Banchem & Johanna Catharina van der Marck;Bruidspaar;1754;
6911;Jacob Hop (1720-1776) & Maria Johanna Bicker;Bruidspaar;1754;
6912;Nikolaas Daniel de Hoest & Joanna van der Kade;Bruidspaar;1754;
6913;Gerardus Joannes Swaan;Auteur;;
6914;Gerardus Quant;Auteur;;
6915;Jan Guepin & Elizabet Freni;Bruidspaar;1754;
6916;Anthoni Pieter Lambrechtsen;Auteur;;
6917;Christiaan de Jonge & Barbara Becius;Bruidspaar;1754;
6918;Willem van der Looy;Auteur;;
6919;Nanning Kok & Eefje Verlaan;Bruidspaar;1755;
6920;Izaak Westerbaen & Wilhelmina Uiterweer;Bruidspaar;1755;
6921;Lambertus M.D. Evenhuis;Auteur;;
6922;Johannes van de Coppello & Geerardina Maria Kappeyne;Bruidspaar;1755;
6923;Bartholomeus van de Coppello;Auteur;;
6924;Jacob Willemsen Meeusen;Auteur;;
6925;Johan Ferleman;Auteur;;
6926;Cornelis Centse;Auteur;;
6927;Pieter Kappeyne;Auteur;;
6928;Jacobus van de Coppello;Auteur;;
6929;Pieter van de Coppello;Auteur;;
6930;Nicolaas Wilt;Auteur;;
6931;Joan Balthazar van Vheelen & Adriana Sofia Houttuyn;Bruidspaar;1755;
6932;Pieter Dryfhout;Auteur;;
6933;Anna Houttuyn;Auteur;;
6934;Frantz Hendrik Thorbecke & Catharina Paauw;Bruidspaar;1755;
6935;Daniel Frantz Thorbecke;Auteur;;
6936;Jan Bernard Bierbaum;Auteur;;
6937;Jan Joost Marcus & Clara Catharina Steenberg;Bruidspaar;1755;
6938;Cornelis Boursette & Françina de Roo;Bruidspaar;1756;
6939;Abraham de Roo;Auteur;;
6940;Henricus Joculator;Auteur;;
6941;Willem de Groot & Esther Euphemia Borst;Bruidspaar;1756;
6942;J. Richelman;Auteur;;
6943;Assuerus (Jr) Issendorp & Geertruyd Roos;Bruidspaar;1756;
6944;Paulus Justus Determeyer Weslingh;Auteur;;
6945;Cornelis Issendorp;Auteur;;
6946;Fredrik Abrahamsz Issendorp;Auteur;;
6947;Gelinus van Spaan & Agatha van der Wallen;Bruidspaar;1756;
6948;Joannes van Spaan;Auteur;;
6949;Johann Wilhelm Nagel;Auteur;;
6950;Pieter Post & Elizabeth Stuipert;Bruidspaar;1756;
6951;Pieter Coel & Magdalena Cornelia van Steelant;Bruidspaar;1756;
6952;Jan de Groot;Auteur;;
6953;Josua van Arrewyne & Johanna Elisabeth Crombosch;Bruidspaar;1756;
6954;Josua van Arrewyne;Auteur;;
6955;Helena van Arrewyne;Auteur;;
6956;Jacob Paauw;Auteur;;
6957;E. H.S. Crombosch;Auteur;;
6958;Jacobus van Arrewyne;Auteur;;
6959;Hendrik Willem van Hoorn & Suzanna Regina Bylaan;Bruidspaar;1756;
6960;Anthonie Balen;Auteur;;
6961;Nicolaas Anthony van Hoorn;Auteur;;
6962;Jacob de Gyselaar & Vreda Elisabeth van Blootenburgh;Bruidspaar;1756;
6963;H.L. van Linden;Auteur;;
6964;Floris Willem de Vlieger & Hilletje Storm;Bruidspaar;1756;
6965;Gerhard David op ten Noordt & Henrietta Beatrix Brantsen;Bruidspaar;1756;
6966;Johannes Bosch;Auteur;;
6967;Johannes Muntendam & Anthonetta uyt den Bongaards;Bruidspaar;1757;
6968;N. uyt den Bongaards;Auteur;;
6969;Nicolaas ter Bruggen & Johanna Covyn;Bruidspaar;1757;
6970;Abraham Sarvaas;Auteur;;
6971;Gysbert de Brouwer & Johanna van Thiel;Bruidspaar;1757;
6972;Susanna Borstius geb. Van Thiel;Auteur;;
6973;W.A. Lette;Auteur;;
6974;P. Gallé;Auteur;;
6975;Paulus Scheltus (1736-1808) & Francina Alida Vosmaer;Bruidspaar;1757;
6976;J. Bilderdijk;Auteur;;
6977;Balthazar Dirksz Schröder & Anna Catharina Bartelsman;Bruidspaar;1757;
6978;P.G. J.A.M. N.A.;Auteur;;
6979;C. Bruyn;Auteur;;
6980;Balthazar Carull;Auteur;;
6981;Frans de Haes (1708-1761) & Alida Reessen;Bruidspaar;1757;
6982;Joannes Macquet;Auteur;;
6983;Pieter Leuter;Auteur;;
6984;Petrus Leemaan & Geertruyda Heinsius van Willigen;Bruidspaar;1757;
6985;Jacob D.H.V.D.B. Doncan;Auteur;;
6986;Jakob Staats van Hoogstraten & Apolonia van Eysden;Bruidspaar;1757;
6987;Nicolaas Konauw & Anna Catharina Smith;Bruidspaar;1757;
6988;Antoni Martini & Eva Maria Adriana Buys;Bruidspaar;1757;
6989;Cornelis Martini;Auteur;;
6990;Antoni Sydervelt & Maria Petronella van der Mersch;Bruidspaar;1757;
6991;Martinus Gregory & Hester Schouten;Bruidspaar;1757;
6992;Willem de Groot & Anna Maria Berkhuysen;Bruidspaar;1757;
6993;Albertus Frese;Auteur;;
6994;Leonard van Meerten & Barbara van Toulon;Bruidspaar;1757;
6995;Marten Adriaan Beels & Adriana Susanna Tiewelen;Bruidspaar;1757;
6996;Reinier Frederik van Staveren;Auteur;;
6997;Pieter Johan Nolst & Susanna Dannenberg;Bruidspaar;1758;
6998;O.B. de Wilde;Auteur;;
6999;Jan (Jr) Bitter & Alida de Vrolik;Bruidspaar;1758;
7000;Jan Bitter;Auteur;;
7001;Johan Everhard Muller & Anna Puyt;Bruidspaar;1758;
7002;A. van der Klaas;Auteur;;
7003;Jan Stadlander & Anna Margaretha Ploos van Amstel;Bruidspaar;1758;
7004;Pieter Jager (Jr);Auteur;;
7005;Jan Jager;Auteur;;
7006;Bastiaen Molewater & Apollonia Jakoba van Staveren;Bruidspaar;1758;
7007;Bastiaen Molewater;Auteur;;
7008;Wilhem Prins & Elizabeth Maria van Neck;Bruidspaar;1758;
7009;Cornelius Johannes Velse & Elisabeth van Os;Bruidspaar;1758;
7010;Arnoldus van Os;Auteur;;
7011;Johannes de Beunje;Auteur;;
7012;Willem Augustus van Grovestins & Jacoba Johanna Bouwens;Bruidspaar;1758;
7013;Paulus van Lelyveld & Geertruyda Caan;Bruidspaar;1759;
7014;George Gualther Gideon van der Mieden & Maria Kardinaal;Bruidspaar;1759;
7015;Pieter Boussiere & Ermina Sondervan;Bruidspaar;1759;
7016;Volkert Sondervan;Auteur;;
7017;Gerrardus de Lange;Auteur;;
7018;Cornelis van der Oudermeulen & Barbara van Helsdingen;Bruidspaar;1759;
7019;Willem Munter & Wendela Eleonora ten Hove;Bruidspaar;1759;
7020;Aelbrecht van Slingeland & Helena Slicher;Bruidspaar;1759;
7021;Bartholomaeus Sieben & Elisabeth Christina van Oudendorp;Bruidspaar;1759;
7022;Daniel Arnoldus Jacobi & Anna Maria Reitz;Bruidspaar;1759;
7023;Joannes Lambertus ter Hoeven;Auteur;;
7024;Frederik Theodoor Reitz;Auteur;;
7025;Jakobus Koole & Elizabet Valk;Bruidspaar;1759;
7026;Lambertus Bicker;Auteur;;
7027;Nicolaas Anthony van Hoorn & Petronella Stolk;Bruidspaar;1760;
7028;Lambertus van Oosterwyk;Auteur;;
7029;Henricus Joannes Arntzenius & Rachaël Cannegieter;Bruidspaar;1760;
7030;Petrus Adriaansz Loosjes & Jozina Oudt;Bruidspaar;1760;
7031;Petrus Adriaansz Loosjes;Auteur;;
7032;Heere C.R. Oosterbaan;Auteur;;
7033;Joannes de Jong & Maria Mauritia Grommee;Bruidspaar;1760;
7034;H. Spille;Auteur;;
7035;Johannes Henricus Brans;Auteur;;
7036;Hermanus van Reverhorst & Elisabeth Oostendorp;Bruidspaar;1760;
7037;Johannes Hendrik Wynstok;Auteur;;
7038;Iman Jakob van den Bosch & Sara Kornelia Kolff;Bruidspaar;1760;
7039;Jan Jacob Vroom & Maria de Lange;Bruidspaar;1760;
7040;C.R. Soorbeek;Auteur;;
7041;Benjamin Vroom;Auteur;;
7042;J.J. Schele;Auteur;;
7043;Pieter Prent;Auteur;;
7044;Adriaen van den Santheuvel & Alida Everwyn van Brandwyk;Bruidspaar;1709;
7045;Jan Leendert van Dalen;Drukker;;
7046;Frederik Wilhelm Mandt & Maria van Blyswyk;Bruidspaar;1699;
7047;Abraham Alewijn;Auteur;;
7048;Antoni Hartsen & Louisa Hooft;Bruidspaar;1745;
7049;Jan Bekker & Maria Wibbert;Bruidspaar;1724;
7050;Diderik Rutgers & Catarina de Neufville;Bruidspaar;1693;
7051;Epo Sjuk van Burmania & Romelia Maria van Haarsma;Bruidspaar;1746;
7052;Hessel Vegilin van Claerbergen & Catharina Maria van Eysinga;Bruidspaar;1749;
7053;Ian Andries Paauw & Maria Muller;Bruidspaar;1747;
7054;Abraham Vandenhoeck;Drukker;;Göttingen
7055;Abraham de (I wed.) Wees;Drukker;;Amsterdam
7056;Abraham van (II) Waesberge;Drukker;;Rotterdam
7057;Eerich Brahe & Licia van Eysinga;Bruidspaar;1616;
7058;Ewout van Dishoeck & Adriana van Dishoeck;Bruidspaar;1733;
7059;Adam Meerkamp;Drukker;;Middelburg
7060;Theodorus de Hartogh;Auteur;;
7061;David Sandre & Maria Hendricx Ramskrammer;Bruidspaar;1708;
7062;Adriaen (I) Roman;Drukker;;Haarlem
7063;Adrianus Severinus;Drukker;;Leiden
7064;Bartholomeus van Panhuys & Mechtelt van Reede tot Draeckestein;Bruidspaar;1642;
7065;Gerard van Nyendaal;Auteur;;
7066;Hieronymus Guillielmus Snabelius & Sibille Tennvil;Bruidspaar;1687;
7067;Albertus Fronten;Drukker;;Deventer
7068;Jean Valckenburgh & Geertrudis Verbeecq;Bruidspaar;1672;
7069;Alexander Jansz Lintman;Drukker;;Amsterdam
7070;Andries (wed.) Castricum;Drukker;;Amsterdam
7071;Johannes Hermanz & Maria van den Burgh;Bruidspaar;1699;
7072;Christaen de Groot;Auteur;;
7073;J. Ubingh;Auteur;;
7074;Matthys Pompe & Elisabeth Musch van Waelsdorp;Bruidspaar;1654;
7075;Jeuns Horneer & Sara Elisabeth Vos;Bruidspaar;1741;
7076;Jan van der Vliet & Jacomina Hooft;Bruidspaar;1740;
7077;Arend Hennebo;Drukker;;Amsterdam
7078;Arent van den Heuvel & Clara Vertange;Bruidspaar;1667;
7079;Arent Gerritsz van den Heuvel;Drukker;;Amsterdam
7080;Baltes Boekholt;Auteur;;
7081;Gilles de Koker & Hester Liemans;Bruidspaar;1680;
7082;J. Kuyleman;Auteur;;
7083;Johannes Antonides van der Goes;Auteur;;
7084;Herman Lufneu & Anna Ampsincq;Bruidspaar;1702;
7085;Adrianus van Kattenburg & Maria Cornelia Slecht;Bruidspaar;1696;
7086;A. Sybrands Dikland & Maria Ritzerd;Bruidspaar;1702;
7087;Abraham Verduin & Dieuwertje Rogge;Bruidspaar;1701;
7088;Jacob Verbeek junior & Lucia van Leuvenig;Bruidspaar;1720;
7089;Barent (wed.) Visscher;Drukker;;Amsterdam
7090;Anthony Janssen van ter Goes;Auteur;;
7091;Lambertus Bidloo & Maria van der Lis;Bruidspaar;1666;
7092;Bartholomeus van Hogenacker;Drukker;;Leiden
7093;Johannes Bidloo;Auteur;;
7094;Gerrit Hendricksz Hudde & Maria Witsz Jonas Dr.;Bruidspaar;1618;
7095;Joannes Bremer & Remberta Zittart;Bruidspaar;1688;
7096;Cornelius Drinkveld & Agneta Langeraat;Bruidspaar;1737;
7097;Lucius Annaeus Seneca;Auteur;;
7098;P. Harinxma & S. de Bvrmania;Bruidspaar;1648;
7099;Claude Fonteyne;Drukker;;Leeuwarden
7100;B. Gachet;Auteur;;
7101;Jacob Trist & Anna van den Bogaart;Bruidspaar;1678;
7102;Justus van den Bogaart & Agatha de Lange;Bruidspaar;1679;
7103;Casparus van Royen & Cornelia van der Tocht;Bruidspaar;1679;
7104;Jan Lucas Trip & Petronella Piccardt;Bruidspaar;1747;
7105;Cornelis (II) Barlinckhof;Drukker;;Groningen
7106;Bartholomeus Temminck & Emerentia Charles;Bruidspaar;1685;
7107;Cornelis Jacobsz Noenaert;Drukker;;Utrecht
7108;Johannes van Abkoude & Maria van Damme;Bruidspaar;1728;
7109;Abraham van Leeuwen & Johanna Abouts;Bruidspaar;1698;
7110;Daniel van den Dalen;Drukker;;Amsterdam
7111;Abraham Hennebo & Elisabet Cornelis Anslo;Bruidspaar;1641;
7112;Reyer Anslo;Auteur;;
7113;Francois van der Schagen & Ryckje Anslo;Bruidspaar;1644;
7114;Bernard van der Grift & Margareta van Schie;Bruidspaar;1716;
7115;Dirck Schouten;Drukker;;Amsterdam
7116;Jean Linnick & Anna van Leuvenich;Bruidspaar;1693;
7117;Gert Fortgens;Auteur;;
7118;Theodoor ten Kate & Johanna Kist;Bruidspaar;1696;
7119;Abraham van der Meersch junior & Katharina Outerloo;Bruidspaar;1696;
7120;Johannes Popta & Anna Timmermans;Bruidspaar;1694;
7121;Jan Wolphertz & Catrina de Regt;Bruidspaar;1694;
7122;Joan Teiler Jacobszoon & Maria van Gelein;Bruidspaar;1695;
7123;Anthony Timmerman & Agneta van Eyck;Bruidspaar;1697;
7124;Jacobus Beckeringh & Catharina Schram;Bruidspaar;1742;
7125;Fransois van Halmaal & Barbara van Wylik;Bruidspaar;1695;
7126;Jacob Isaacx Roodeleeuw & Anna van Diephout;Bruidspaar;1650;
7127;Dominicus van der Stichel;Drukker;;Amsterdam
7128;Abraham Jemans & Dieuwertje Wilderings;Bruidspaar;1706;
7129;Elizabeth Abrahams Wiaer;Drukker;;Amsterdam
7130;Job Poortdyk & Anna van Aanveldink;Bruidspaar;1702;
7131;Felix Lopez De Haro;Drukker;;Leiden
7132;Jan Roorda & Anna Vermeersch;Bruidspaar;1730;
7133;Reiner Dirkz. Fontein & Alida Jans;Bruidspaar;1729;
7134;Joan Kool & Elizabeth Looten;Bruidspaar;1703;
7135;FranÃ§ois Halma;Auteur, Drukker;;Amsterdam
7136;Isaak Ubingh & Hendrina Elisabeth Voet van Winssen;Bruidspaar;1696;
7137;Sasbout Souburg & Antonina Moll;Bruidspaar;1682;
7138;FranÃ§ois van Hoogstraeten;Drukker;;Dordrecht
7139;Adriaen van Oudenaerden & Kornelia van der Linden;Bruidspaar;1682;
7140;Joannes van Es & Alida van der Kerck;Bruidspaar;1683;
7141;Philippus van Zyll;Auteur;;
7142;Joh. Duym;Auteur;;
7143;Wilhelm de Meester & Cornelia Nuck;Bruidspaar;1706;
7144;Balthazar van Nyvelzeels & Adriaana van Leeuwen;Bruidspaar;1724;
7145;Joost van Veen & Aletta Mor;Bruidspaar;1715;
7146;Joan Balduin Schulte & Geertruy Schilt;Bruidspaar;1717;
7147;Anthoni Croesen & Geertruyd Blom;Bruidspaar;1718;
7148;Pieter Langendijk;Auteur;;
7149;Gerard Beelaerts & Kornelia Eliana Scott;Bruidspaar;1717;
7150;Jacob Neelen Prsz & Belia Brouwer;Bruidspaar;1700;
7151;Gerardus (I) Borstius;Drukker;;Amsterdam
7152;Jacob Neelen Jbsz.;Auteur;;
7153;Bernardus Dronryp & Anna Cornelia van der Hooght;Bruidspaar;1746;
7154;Alewyn van der Horst & Barbara de Graaf;Bruidspaar;1702;
7155;H.V. van Blanken;Auteur;;
7156;Paulus Verryn & Agneta Blok;Bruidspaar;1706;
7157;Johannes de Goede & Margareta Tykmaker;Bruidspaar;1702;
7158;Jan Melchiors & Maeyke Jans;Bruidspaar;1654;
7159;Gerrit Sweerssz;Drukker;;Sneek
7160;Casper Burman & Anna Maria de la Bassecour;Bruidspaar;1716;
7161;Gerrit (wed.) Muntendam;Drukker;;Utrecht
7162;Pieter Messchert Janszoon & Anna van Dulcken;Bruidspaar;1711;
7163;Daniel van Laren & Ceclilia Muhl;Bruidspaar;1733;
7164;Simon van Leeuwarden & Agneta Hancock;Bruidspaar;1720;
7165;Gijsbert de (wed. erven van de) Groot;Drukker;;Amsterdam
7166;Adriaan van Texeli & Cornelia Guldemont;Bruidspaar;1701;
7167;Johannes van Bueren;Auteur;;
7168;Bernard Doll & Maria Anna Schimmelpenning;Bruidspaar;1710;
7169;Adriaen van Bleysweyk & Petronella Sibregta Codde van der Burgh;Bruidspaar;1737;
7170;H. van Stralen;Drukker;;Enkhuizen
7171;Dirck Jansen de Hoogh & Maria Goverts Knol;Bruidspaar;1628;
7172;Harmen Jansz (erven) Muller;Drukker;;Amsterdam
7173;Philippus Mattheus & Sophia Jans Sydses;Bruidspaar;1656;
7174;Michiel Hals & Katharina Scholten;Bruidspaar;1727;
7175;Jan van Karnebeek & Petronella Johanna Kluppel;Bruidspaar;1749;
7176;Oloff Jolles & Alida Hoebé;Bruidspaar;1740;
7177;Jan Outman van den Bergh & Sandrina Maria Burgers;Bruidspaar;17XX;
7178;Hendrik Coesvelt & Aletta van Rincom;Bruidspaar;1728;
7179;Harmanus Veeckens & Debora Elizabeth Kramp;Bruidspaar;1743;
7180;Joannes Vollenhove & Katharina Roseboom;Bruidspaar;1683;
7181;Hendrik Zwart;Drukker;;s-Gravenhage
7182;Hendrik Harmensz Boterenbrood;Drukker;;Amsterdam
7183;Everhardus van der Hooght;Auteur;;
7184;Anthony Schildering & Catharina Knodsenburg;Bruidspaar;1677;
7185;Jan D'Voogel Thomasz. & Catharina D'Voogel;Bruidspaar;1690;
7186;Hendrik van (I) Damme;Drukker;;Leiden
7187;Abraham Oldenhoven van Ryneveld & Maria Ris;Bruidspaar;1711;
7188;Hendrik van (wed.) Straalen;Drukker;;Enkhuizen
7189;Michiel Slagregen de jonge & Maria Krajesteyn de jonge;Bruidspaar;1713;
7190;Pieter Kops & Maria Barnaarts;Bruidspaar;1716;
7191;Daniel Sluim & Maria van Grieken;Bruidspaar;1717;
7192;Hendrik Haye & Cathalina Veldhaan;Bruidspaar;1709;
7193;Abraham Verhamme Albertusz. & Wyna van Lennep;Bruidspaar;1717;
7194;Daniel Nicolaes Olbers & Alida Elisabeth du Bucquoy;Bruidspaar;1718;
7195;Jan Goukens & Belia Greving;Bruidspaar;1718;
7196;Francois van Harencarspel & Anna Apolonia Looten;Bruidspaar;1712;
7197;Dirk van Lennep & Catharina de Neufville;Bruidspaar;1716;
7198;Evert Franse & Alida Groenewoud;Bruidspaar;1715;
7199;Jan Oosterwyk & Sara Groenewoud;Bruidspaar;1715;
7200;Jacob Waarts & Anna Maria Hulsebusch;Bruidspaar;1746;
7201;Joan Vischer & Quirina van Hoek;Bruidspaar;1699;
7202;Henri Schelte;Drukker;;Amsterdam
7203;Jan Teyler Jacobsz. & Maria van Gelyn;Bruidspaar;1695;
7204;Abraham Bogaert;Auteur;;
7205;Bernart Vollenhove;Auteur;;
7206;Geeraerd Claesz. Blaupot & Elisabet Wagtendonck;Bruidspaar;1666;
7207;Jan Vriesenburg;Auteur;;
7208;Gerard Reezen & Maria Nering;Bruidspaar;1670;
7209;Johannes Copijn;Auteur;;
7210;Jakobus Erkelens & Joanna Francoise de Baats;Bruidspaar;1695;
7211;Marten Schagen & Dieuwertje Blauwduif;Bruidspaar;1723;
7212;Hermannus Uytwerf;Drukker;;Amsterdam
7213;Jan Montauban & Barbera van Spuyenburg;Bruidspaar;1719;
7214;Cornelis Oterlyk & Hilgonda Oterlyk;Bruidspaar;1719;
7215;Johan van der Wigt & Johanna van Spuyenburgh;Bruidspaar;1720;
7216;Adrianus Peltenburgh & Dirkje van der Werken;Bruidspaar;1739;
7217;Thomas des Amorie junior & Maria Suzanna Witkops;Bruidspaar;1717;
7218;Hermanus van (wed.) Hulkenroy;Drukker;;Haarlem
7219;Marten du Floo & Elsje Rooleeuw;Bruidspaar;1679;
7220;Abraham Gryspaard & Susanne de Munnick;Bruidspaar;1700;
7221;Isaak van der (I) Vinne;Drukker;;Haarlem
7222;Barent Cardoes & Sara de Wit;Bruidspaar;1695;
7223;Harmanus van Brevoorten & Ida Johanna van Hartoghveld;Bruidspaar;1749;
7224;Jakobus de Witt & Elizabeth van der Schaft;Bruidspaar;1734;
7225;Mozes van Hulkenroy & Johanna van Goor;Bruidspaar;1737;
7226;Izaak van Hulkenroy;Drukker;;Haarlem
7227;Willem Hessen;Auteur;;
7228;Nikolaas Ypei & Elizabeth Helena Smit;Bruidspaar;1748;
7229;Pelgromten Grootenhuys & Elisabeta van Duynen;Bruidspaar;1641;
7230;H van Diemen;Auteur;;
7231;Herman Vingerhoet & Johanna Ignatia van der Hoeven;Bruidspaar;1718;
7232;Kornelis van Koeverde;Auteur;;
7233;Arnoldus van Ede & Brechje Porsy;Bruidspaar;1691;
7234;Jacob Ysbrantsz;Drukker;;Alkmaar
7235;Dirk Buysero;Auteur;;
7236;FranÃ§ois de Kaarsgieter;Auteur;;
7237;Abraham Verhamme & Maria Snep;Bruidspaar;1700;
7238;Jacob Alewynz Ghyzen & Juliana van der Schelling;Bruidspaar;1695;
7239;Jan de Heeger & Suzanna Swigtenheuvel;Bruidspaar;1723;
7240;Jacob van Mollem & Maria Zydervelt;Bruidspaar;1692;
7241;Jan Nieuwkerk & Sara Boursse;Bruidspaar;1708;
7242;Pieter Koolaart & Elizabeth Hoofman;Bruidspaar;1693;
7243;Nicolaas Le Seutre & Geertruyd Out;Bruidspaar;1690;
7244;Joan Elias Huidekooper & Agatha Hasselaar;Bruidspaar;1692;
7245;Joan Teyler & Maria van Geleyn;Bruidspaar;1695;
7246;Daniel Hoorens Cornelisz & Margareta Block;Bruidspaar;1700;
